Framework,Subject ID,Hemisphere,Metric,Label,Score,Total Triangles
FastSurfer,208428,LH,Dice,-1.0,0.9721772015126958,
FastSurfer,208428,LH,Dice,2.0,0.8685446009389671,
FastSurfer,208428,LH,Dice,3.0,0.8333333333333334,
FastSurfer,208428,LH,Dice,5.0,0.8761699064074874,
FastSurfer,208428,LH,Dice,6.0,0.85662100456621,
FastSurfer,208428,LH,Dice,7.0,0.8061224489795918,
FastSurfer,208428,LH,Dice,8.0,0.8696945656485522,
FastSurfer,208428,LH,Dice,9.0,0.831817630653571,
FastSurfer,208428,LH,Dice,10.0,0.8265845070422535,
FastSurfer,208428,LH,Dice,11.0,0.9041821069348862,
FastSurfer,208428,LH,Dice,12.0,0.8921536971262513,
FastSurfer,208428,LH,Dice,13.0,0.869471671049486,
FastSurfer,208428,LH,Dice,14.0,0.8693877551020408,
FastSurfer,208428,LH,Dice,15.0,0.8239958268127282,
FastSurfer,208428,LH,Dice,16.0,0.8714666666666666,
FastSurfer,208428,LH,Dice,17.0,0.8441247002398081,
FastSurfer,208428,LH,Dice,18.0,0.7873684210526316,
FastSurfer,208428,LH,Dice,19.0,0.8578284343131374,
FastSurfer,208428,LH,Dice,20.0,0.8902536715620828,
FastSurfer,208428,LH,Dice,21.0,0.8790718429272646,
FastSurfer,208428,LH,Dice,22.0,0.8257721565392723,
FastSurfer,208428,LH,Dice,23.0,0.8301260783012607,
FastSurfer,208428,LH,Dice,24.0,0.8511139002196423,
FastSurfer,208428,LH,Dice,25.0,0.8761860680398056,
FastSurfer,208428,LH,Dice,26.0,0.8469429626590069,
FastSurfer,208428,LH,Dice,27.0,0.8781848142983901,
FastSurfer,208428,LH,Dice,28.0,0.9097614125272392,
FastSurfer,208428,LH,Dice,29.0,0.8444533762057878,
FastSurfer,208428,LH,Dice,30.0,0.8558930741190766,
FastSurfer,208428,LH,Dice,31.0,0.8748501558379286,
FastSurfer,208428,LH,Dice,34.0,0.7438180019782393,
FastSurfer,208428,LH,Dice,35.0,0.7834664161578205,
FastSurfer,208428,RH,Dice,-1.0,0.9671825830068718,
FastSurfer,208428,RH,Dice,2.0,0.8706038487060385,
FastSurfer,208428,RH,Dice,3.0,0.8541666666666666,
FastSurfer,208428,RH,Dice,5.0,0.6984972417728743,
FastSurfer,208428,RH,Dice,6.0,0.7664768104149715,
FastSurfer,208428,RH,Dice,7.0,0.7958579881656804,
FastSurfer,208428,RH,Dice,8.0,0.8287897204375759,
FastSurfer,208428,RH,Dice,9.0,0.818676862472483,
FastSurfer,208428,RH,Dice,10.0,0.8538613861386138,
FastSurfer,208428,RH,Dice,11.0,0.81714619541405,
FastSurfer,208428,RH,Dice,12.0,0.8897081413210446,
FastSurfer,208428,RH,Dice,13.0,0.8647569852077952,
FastSurfer,208428,RH,Dice,14.0,0.8324727481353987,
FastSurfer,208428,RH,Dice,15.0,0.8205776524360595,
FastSurfer,208428,RH,Dice,16.0,0.8360655737704918,
FastSurfer,208428,RH,Dice,17.0,0.8801184015786877,
FastSurfer,208428,RH,Dice,18.0,0.7323433538572981,
FastSurfer,208428,RH,Dice,19.0,0.8405333333333334,
FastSurfer,208428,RH,Dice,20.0,0.8150365934797072,
FastSurfer,208428,RH,Dice,21.0,0.8853061224489795,
FastSurfer,208428,RH,Dice,22.0,0.8081900714699632,
FastSurfer,208428,RH,Dice,23.0,0.8496124031007752,
FastSurfer,208428,RH,Dice,24.0,0.8617594254937163,
FastSurfer,208428,RH,Dice,25.0,0.86960065199674,
FastSurfer,208428,RH,Dice,26.0,0.814968814968815,
FastSurfer,208428,RH,Dice,27.0,0.8765120967741935,
FastSurfer,208428,RH,Dice,28.0,0.9230411748303746,
FastSurfer,208428,RH,Dice,29.0,0.785333578386326,
FastSurfer,208428,RH,Dice,30.0,0.8492955234528268,
FastSurfer,208428,RH,Dice,31.0,0.8271637122002086,
FastSurfer,208428,RH,Dice,34.0,0.7030456852791879,
FastSurfer,208428,RH,Dice,35.0,0.8045045045045045,
FastSurfer,208428,LH,Chamfer Distance,,1.01785993312182,
FastSurfer,208428,LH,Hausdorff Distance,,6.192592981826943,
FastSurfer,208428,LH,Self-Intersections (SIF),,0.0,217216.0
FastSurfer,208428,RH,Chamfer Distance,,1.0031214158505235,
FastSurfer,208428,RH,Hausdorff Distance,,6.181425707728364,
FastSurfer,208428,RH,Self-Intersections (SIF),,0.0,220376.0
FastSurfer,205725,LH,Dice,-1.0,0.9728965960179832,
FastSurfer,205725,LH,Dice,2.0,0.8960270498732037,
FastSurfer,205725,LH,Dice,3.0,0.8113178052211975,
FastSurfer,205725,LH,Dice,5.0,0.8778606325533557,
FastSurfer,205725,LH,Dice,6.0,0.8083560399636693,
FastSurfer,205725,LH,Dice,7.0,0.7979604843849586,
FastSurfer,205725,LH,Dice,8.0,0.88333176647551,
FastSurfer,205725,LH,Dice,9.0,0.8184795321637427,
FastSurfer,205725,LH,Dice,10.0,0.8430182133564614,
FastSurfer,205725,LH,Dice,11.0,0.9136218218555312,
FastSurfer,205725,LH,Dice,12.0,0.8983027072520691,
FastSurfer,205725,LH,Dice,13.0,0.8788724903603244,
FastSurfer,205725,LH,Dice,14.0,0.8718669477629422,
FastSurfer,205725,LH,Dice,15.0,0.830440086328235,
FastSurfer,205725,LH,Dice,16.0,0.8797145769622834,
FastSurfer,205725,LH,Dice,17.0,0.8819383259911894,
FastSurfer,205725,LH,Dice,18.0,0.7587354409317804,
FastSurfer,205725,LH,Dice,19.0,0.8073394495412844,
FastSurfer,205725,LH,Dice,20.0,0.8725099601593626,
FastSurfer,205725,LH,Dice,21.0,0.91331096196868,
FastSurfer,205725,LH,Dice,22.0,0.8426404264042641,
FastSurfer,205725,LH,Dice,23.0,0.8679365079365079,
FastSurfer,205725,LH,Dice,24.0,0.833256634453137,
FastSurfer,205725,LH,Dice,25.0,0.8766439909297052,
FastSurfer,205725,LH,Dice,26.0,0.8344118766653978,
FastSurfer,205725,LH,Dice,27.0,0.9020574367766824,
FastSurfer,205725,LH,Dice,28.0,0.9060442848593656,
FastSurfer,205725,LH,Dice,29.0,0.868300324493678,
FastSurfer,205725,LH,Dice,30.0,0.8811723478814909,
FastSurfer,205725,LH,Dice,31.0,0.8746323014427791,
FastSurfer,205725,LH,Dice,34.0,0.6754966887417219,
FastSurfer,205725,LH,Dice,35.0,0.7649507119386637,
FastSurfer,205725,RH,Dice,-1.0,0.9677215589665844,
FastSurfer,205725,RH,Dice,2.0,0.8438709677419355,
FastSurfer,205725,RH,Dice,3.0,0.8500099860195726,
FastSurfer,205725,RH,Dice,5.0,0.8134524435102469,
FastSurfer,205725,RH,Dice,6.0,0.7923771313941825,
FastSurfer,205725,RH,Dice,7.0,0.7938829787234043,
FastSurfer,205725,RH,Dice,8.0,0.8681692368525109,
FastSurfer,205725,RH,Dice,9.0,0.8418793765529704,
FastSurfer,205725,RH,Dice,10.0,0.8475228475228476,
FastSurfer,205725,RH,Dice,11.0,0.8991422121896162,
FastSurfer,205725,RH,Dice,12.0,0.8990799716914366,
FastSurfer,205725,RH,Dice,13.0,0.895042194092827,
FastSurfer,205725,RH,Dice,14.0,0.8317959848073793,
FastSurfer,205725,RH,Dice,15.0,0.8372266170311773,
FastSurfer,205725,RH,Dice,16.0,0.8234086242299795,
FastSurfer,205725,RH,Dice,17.0,0.854499190377053,
FastSurfer,205725,RH,Dice,18.0,0.8066358444384009,
FastSurfer,205725,RH,Dice,19.0,0.8264680105170903,
FastSurfer,205725,RH,Dice,20.0,0.8804380894432613,
FastSurfer,205725,RH,Dice,21.0,0.8929680881107032,
FastSurfer,205725,RH,Dice,22.0,0.8493817544542888,
FastSurfer,205725,RH,Dice,23.0,0.8312037659717552,
FastSurfer,205725,RH,Dice,24.0,0.858740157480315,
FastSurfer,205725,RH,Dice,25.0,0.8597998822836963,
FastSurfer,205725,RH,Dice,26.0,0.813324080499653,
FastSurfer,205725,RH,Dice,27.0,0.9157064887810794,
FastSurfer,205725,RH,Dice,28.0,0.9289463577006786,
FastSurfer,205725,RH,Dice,29.0,0.8736154501562057,
FastSurfer,205725,RH,Dice,30.0,0.8489006156552331,
FastSurfer,205725,RH,Dice,31.0,0.8366982557341025,
FastSurfer,205725,RH,Dice,34.0,0.7434715821812596,
FastSurfer,205725,RH,Dice,35.0,0.8026974113552316,
FastSurfer,205725,LH,Chamfer Distance,,1.041700171821679,
FastSurfer,205725,LH,Hausdorff Distance,,7.675551942847926,
FastSurfer,205725,LH,Self-Intersections (SIF),,0.0,222132.0
FastSurfer,205725,RH,Chamfer Distance,,1.051835154438488,
FastSurfer,205725,RH,Hausdorff Distance,,6.039941336365438,
FastSurfer,205725,RH,Self-Intersections (SIF),,0.0,219664.0
FastSurfer,289555,LH,Dice,-1.0,0.9189881524175472,
FastSurfer,289555,LH,Dice,2.0,0.7545731707317073,
FastSurfer,289555,LH,Dice,3.0,0.8888888888888888,
FastSurfer,289555,LH,Dice,5.0,0.8989198774786393,
FastSurfer,289555,LH,Dice,6.0,0.6545454545454545,
FastSurfer,289555,LH,Dice,7.0,0.8095921883974727,
FastSurfer,289555,LH,Dice,8.0,0.9186938775510204,
FastSurfer,289555,LH,Dice,9.0,0.8277197057684863,
FastSurfer,289555,LH,Dice,10.0,0.8512820512820513,
FastSurfer,289555,LH,Dice,11.0,0.8935901040202417,
FastSurfer,289555,LH,Dice,12.0,0.8824132376629081,
FastSurfer,289555,LH,Dice,13.0,0.8636813109196214,
FastSurfer,289555,LH,Dice,14.0,0.8485175202156334,
FastSurfer,289555,LH,Dice,15.0,0.8224158330644293,
FastSurfer,289555,LH,Dice,16.0,0.7260049220672683,
FastSurfer,289555,LH,Dice,17.0,0.8871503082029398,
FastSurfer,289555,LH,Dice,18.0,0.8319050758075148,
FastSurfer,289555,LH,Dice,19.0,0.8876860622462788,
FastSurfer,289555,LH,Dice,20.0,0.8678820616700428,
FastSurfer,289555,LH,Dice,21.0,0.8746817538896747,
FastSurfer,289555,LH,Dice,22.0,0.8691710973590169,
FastSurfer,289555,LH,Dice,23.0,0.8747058823529412,
FastSurfer,289555,LH,Dice,24.0,0.8813502393148039,
FastSurfer,289555,LH,Dice,25.0,0.900903161063723,
FastSurfer,289555,LH,Dice,26.0,0.7350776778413737,
FastSurfer,289555,LH,Dice,27.0,0.9111621497473588,
FastSurfer,289555,LH,Dice,28.0,0.9208137715179968,
FastSurfer,289555,LH,Dice,29.0,0.8923646459972235,
FastSurfer,289555,LH,Dice,30.0,0.887477564545078,
FastSurfer,289555,LH,Dice,31.0,0.869837296620776,
FastSurfer,289555,LH,Dice,34.0,0.7562879444926279,
FastSurfer,289555,LH,Dice,35.0,0.8553041312019929,
FastSurfer,289555,RH,Dice,-1.0,0.964030645370731,
FastSurfer,289555,RH,Dice,2.0,0.7773454388240381,
FastSurfer,289555,RH,Dice,3.0,0.9058867641544808,
FastSurfer,289555,RH,Dice,5.0,0.8267669768362701,
FastSurfer,289555,RH,Dice,6.0,0.7835269271383316,
FastSurfer,289555,RH,Dice,7.0,0.8489157483114113,
FastSurfer,289555,RH,Dice,8.0,0.8878753325731661,
FastSurfer,289555,RH,Dice,9.0,0.8719133574007221,
FastSurfer,289555,RH,Dice,10.0,0.8572806171648988,
FastSurfer,289555,RH,Dice,11.0,0.9083204930662556,
FastSurfer,289555,RH,Dice,12.0,0.9097945022684816,
FastSurfer,289555,RH,Dice,13.0,0.8939771030363365,
FastSurfer,289555,RH,Dice,14.0,0.8737307992710232,
FastSurfer,289555,RH,Dice,15.0,0.8693537828485925,
FastSurfer,289555,RH,Dice,16.0,0.833426808749299,
FastSurfer,289555,RH,Dice,17.0,0.864406779661017,
FastSurfer,289555,RH,Dice,18.0,0.8154065620542083,
FastSurfer,289555,RH,Dice,19.0,0.8450148075024679,
FastSurfer,289555,RH,Dice,20.0,0.8544080604534005,
FastSurfer,289555,RH,Dice,21.0,0.8711839166046166,
FastSurfer,289555,RH,Dice,22.0,0.8596423764660642,
FastSurfer,289555,RH,Dice,23.0,0.8365243004418262,
FastSurfer,289555,RH,Dice,24.0,0.8663652802893309,
FastSurfer,289555,RH,Dice,25.0,0.9103650245790188,
FastSurfer,289555,RH,Dice,26.0,0.7535046728971962,
FastSurfer,289555,RH,Dice,27.0,0.930446445679249,
FastSurfer,289555,RH,Dice,28.0,0.941669352239768,
FastSurfer,289555,RH,Dice,29.0,0.8918038887338358,
FastSurfer,289555,RH,Dice,30.0,0.8803124282104295,
FastSurfer,289555,RH,Dice,31.0,0.87441044203137,
FastSurfer,289555,RH,Dice,34.0,0.6554809843400448,
FastSurfer,289555,RH,Dice,35.0,0.7999148573861218,
FastSurfer,289555,LH,Chamfer Distance,,1.047589535850841,
FastSurfer,289555,LH,Hausdorff Distance,,8.773319006778044,
FastSurfer,289555,LH,Self-Intersections (SIF),,0.0,223890.0
FastSurfer,289555,RH,Chamfer Distance,,1.023806193061202,
FastSurfer,289555,RH,Hausdorff Distance,,7.587747626758651,
FastSurfer,289555,RH,Self-Intersections (SIF),,0.0,226116.0
FastSurfer,297655,LH,Dice,-1.0,0.9360610445993948,
FastSurfer,297655,LH,Dice,2.0,0.8998793727382388,
FastSurfer,297655,LH,Dice,3.0,0.8625407166123779,
FastSurfer,297655,LH,Dice,5.0,0.8623290900518623,
FastSurfer,297655,LH,Dice,6.0,0.8995983935742972,
FastSurfer,297655,LH,Dice,7.0,0.8287398438744623,
FastSurfer,297655,LH,Dice,8.0,0.9239467444829472,
FastSurfer,297655,LH,Dice,9.0,0.8457577243746934,
FastSurfer,297655,LH,Dice,10.0,0.7558451513990034,
FastSurfer,297655,LH,Dice,11.0,0.934222592746978,
FastSurfer,297655,LH,Dice,12.0,0.8933371461252502,
FastSurfer,297655,LH,Dice,13.0,0.901292967518133,
FastSurfer,297655,LH,Dice,14.0,0.8367911479944675,
FastSurfer,297655,LH,Dice,15.0,0.8072822369744518,
FastSurfer,297655,LH,Dice,16.0,0.8394618834080717,
FastSurfer,297655,LH,Dice,17.0,0.8923315259488769,
FastSurfer,297655,LH,Dice,18.0,0.7951475048249241,
FastSurfer,297655,LH,Dice,19.0,0.8894601542416453,
FastSurfer,297655,LH,Dice,20.0,0.8082408874801902,
FastSurfer,297655,LH,Dice,21.0,0.864,
FastSurfer,297655,LH,Dice,22.0,0.8904120258587117,
FastSurfer,297655,LH,Dice,23.0,0.8971774193548387,
FastSurfer,297655,LH,Dice,24.0,0.8698057111249395,
FastSurfer,297655,LH,Dice,25.0,0.9099662975445354,
FastSurfer,297655,LH,Dice,26.0,0.7497665732959851,
FastSurfer,297655,LH,Dice,27.0,0.87572401178742,
FastSurfer,297655,LH,Dice,28.0,0.919549623172614,
FastSurfer,297655,LH,Dice,29.0,0.9182815356489944,
FastSurfer,297655,LH,Dice,30.0,0.8578819471662616,
FastSurfer,297655,LH,Dice,31.0,0.8842563783447418,
FastSurfer,297655,LH,Dice,34.0,0.7135135135135136,
FastSurfer,297655,LH,Dice,35.0,0.8084274543874891,
FastSurfer,297655,RH,Dice,-1.0,0.9616684737547038,
FastSurfer,297655,RH,Dice,2.0,0.8613804905875642,
FastSurfer,297655,RH,Dice,3.0,0.885752431813847,
FastSurfer,297655,RH,Dice,5.0,0.9112922002328288,
FastSurfer,297655,RH,Dice,6.0,0.7758081334723671,
FastSurfer,297655,RH,Dice,7.0,0.834612700628053,
FastSurfer,297655,RH,Dice,8.0,0.9245831421141196,
FastSurfer,297655,RH,Dice,9.0,0.8474441949544314,
FastSurfer,297655,RH,Dice,10.0,0.8544891640866873,
FastSurfer,297655,RH,Dice,11.0,0.931665421956684,
FastSurfer,297655,RH,Dice,12.0,0.9016958134605192,
FastSurfer,297655,RH,Dice,13.0,0.9174936206407712,
FastSurfer,297655,RH,Dice,14.0,0.8023887079261672,
FastSurfer,297655,RH,Dice,15.0,0.8380168606985147,
FastSurfer,297655,RH,Dice,16.0,0.8226343319067998,
FastSurfer,297655,RH,Dice,17.0,0.9328687572590012,
FastSurfer,297655,RH,Dice,18.0,0.7895086321381142,
FastSurfer,297655,RH,Dice,19.0,0.820040899795501,
FastSurfer,297655,RH,Dice,20.0,0.7813547954393025,
FastSurfer,297655,RH,Dice,21.0,0.8725646758224209,
FastSurfer,297655,RH,Dice,22.0,0.8959575878064944,
FastSurfer,297655,RH,Dice,23.0,0.8789717957872188,
FastSurfer,297655,RH,Dice,24.0,0.9076934446825808,
FastSurfer,297655,RH,Dice,25.0,0.9330127854879248,
FastSurfer,297655,RH,Dice,26.0,0.7629482071713147,
FastSurfer,297655,RH,Dice,27.0,0.8958002750449593,
FastSurfer,297655,RH,Dice,28.0,0.928395488526857,
FastSurfer,297655,RH,Dice,29.0,0.9277847835224884,
FastSurfer,297655,RH,Dice,30.0,0.8747077015916119,
FastSurfer,297655,RH,Dice,31.0,0.8817229068294369,
FastSurfer,297655,RH,Dice,34.0,0.7244258872651357,
FastSurfer,297655,RH,Dice,35.0,0.8173160173160173,
FastSurfer,297655,LH,Chamfer Distance,,1.0936138715642554,
FastSurfer,297655,LH,Hausdorff Distance,,5.589160121719837,
FastSurfer,297655,LH,Self-Intersections (SIF),,0.0,223310.0
FastSurfer,297655,RH,Chamfer Distance,,1.0683721650542677,
FastSurfer,297655,RH,Hausdorff Distance,,6.743317140866241,
FastSurfer,297655,RH,Self-Intersections (SIF),,0.0,222140.0
FastSurfer,293748,LH,Dice,-1.0,0.7970899661456458,
FastSurfer,293748,LH,Dice,2.0,0.8745783501993254,
FastSurfer,293748,LH,Dice,3.0,0.9112776025236592,
FastSurfer,293748,LH,Dice,5.0,0.8784461152882206,
FastSurfer,293748,LH,Dice,6.0,0.901077375122429,
FastSurfer,293748,LH,Dice,7.0,0.8487962419260129,
FastSurfer,293748,LH,Dice,8.0,0.908183807439825,
FastSurfer,293748,LH,Dice,9.0,0.8407091622682366,
FastSurfer,293748,LH,Dice,10.0,0.5383104125736738,
FastSurfer,293748,LH,Dice,11.0,0.9275252906537824,
FastSurfer,293748,LH,Dice,12.0,0.9180160652811424,
FastSurfer,293748,LH,Dice,13.0,0.8668046928916494,
FastSurfer,293748,LH,Dice,14.0,0.8487980229161987,
FastSurfer,293748,LH,Dice,15.0,0.8321906971838414,
FastSurfer,293748,LH,Dice,16.0,0.8507281553398058,
FastSurfer,293748,LH,Dice,17.0,0.9004429937048263,
FastSurfer,293748,LH,Dice,18.0,0.8201478237065426,
FastSurfer,293748,LH,Dice,19.0,0.8557575757575757,
FastSurfer,293748,LH,Dice,20.0,0.8621466099574681,
FastSurfer,293748,LH,Dice,21.0,0.9130827067669172,
FastSurfer,293748,LH,Dice,22.0,0.9199900505762376,
FastSurfer,293748,LH,Dice,23.0,0.8717536813922356,
FastSurfer,293748,LH,Dice,24.0,0.9175349806490026,
FastSurfer,293748,LH,Dice,25.0,0.9172413793103448,
FastSurfer,293748,LH,Dice,26.0,0.6973935155753338,
FastSurfer,293748,LH,Dice,27.0,0.9279393173198482,
FastSurfer,293748,LH,Dice,28.0,0.939499680542586,
FastSurfer,293748,LH,Dice,29.0,0.9315960912052116,
FastSurfer,293748,LH,Dice,30.0,0.8646228562756109,
FastSurfer,293748,LH,Dice,31.0,0.8958190541466758,
FastSurfer,293748,LH,Dice,34.0,0.7313288069835111,
FastSurfer,293748,LH,Dice,35.0,0.7714776632302406,
FastSurfer,293748,RH,Dice,-1.0,0.9687537993920972,
FastSurfer,293748,RH,Dice,2.0,0.8540829986613119,
FastSurfer,293748,RH,Dice,3.0,0.9162441695396472,
FastSurfer,293748,RH,Dice,5.0,0.847009735744089,
FastSurfer,293748,RH,Dice,6.0,0.9059656218402428,
FastSurfer,293748,RH,Dice,7.0,0.8359023763648041,
FastSurfer,293748,RH,Dice,8.0,0.891647313205734,
FastSurfer,293748,RH,Dice,9.0,0.8576234530818214,
FastSurfer,293748,RH,Dice,10.0,0.8367432150313152,
FastSurfer,293748,RH,Dice,11.0,0.8896495517522413,
FastSurfer,293748,RH,Dice,12.0,0.9118341642613488,
FastSurfer,293748,RH,Dice,13.0,0.8705882352941177,
FastSurfer,293748,RH,Dice,14.0,0.866874550251859,
FastSurfer,293748,RH,Dice,15.0,0.8305256748528517,
FastSurfer,293748,RH,Dice,16.0,0.8398384925975774,
FastSurfer,293748,RH,Dice,17.0,0.9314096499526964,
FastSurfer,293748,RH,Dice,18.0,0.8106878908470722,
FastSurfer,293748,RH,Dice,19.0,0.8499242041435068,
FastSurfer,293748,RH,Dice,20.0,0.8704409363091998,
FastSurfer,293748,RH,Dice,21.0,0.8356532356532357,
FastSurfer,293748,RH,Dice,22.0,0.9003845449551364,
FastSurfer,293748,RH,Dice,23.0,0.8701999365280864,
FastSurfer,293748,RH,Dice,24.0,0.9109406270847232,
FastSurfer,293748,RH,Dice,25.0,0.907514450867052,
FastSurfer,293748,RH,Dice,26.0,0.8279457768508863,
FastSurfer,293748,RH,Dice,27.0,0.9304791830322072,
FastSurfer,293748,RH,Dice,28.0,0.9457257403974652,
FastSurfer,293748,RH,Dice,29.0,0.9171483622350676,
FastSurfer,293748,RH,Dice,30.0,0.8656180543682681,
FastSurfer,293748,RH,Dice,31.0,0.8627731995700466,
FastSurfer,293748,RH,Dice,34.0,0.7489082969432315,
FastSurfer,293748,RH,Dice,35.0,0.8088906529073229,
FastSurfer,293748,LH,Chamfer Distance,,0.9881420505471388,
FastSurfer,293748,LH,Hausdorff Distance,,5.853358765785515,
FastSurfer,293748,LH,Self-Intersections (SIF),,0.0,229418.0
FastSurfer,293748,RH,Chamfer Distance,,0.9764103744932529,
FastSurfer,293748,RH,Hausdorff Distance,,6.760214340165523,
FastSurfer,293748,RH,Self-Intersections (SIF),,0.0,230038.0
FastSurfer,204420,LH,Dice,-1.0,0.9529178912013436,
FastSurfer,204420,LH,Dice,2.0,0.8185975609756098,
FastSurfer,204420,LH,Dice,3.0,0.8641707920792079,
FastSurfer,204420,LH,Dice,5.0,0.8579213701829506,
FastSurfer,204420,LH,Dice,6.0,0.7338501291989664,
FastSurfer,204420,LH,Dice,7.0,0.7803360298693217,
FastSurfer,204420,LH,Dice,8.0,0.9206606695177704,
FastSurfer,204420,LH,Dice,9.0,0.8003740065451146,
FastSurfer,204420,LH,Dice,10.0,0.8761301989150091,
FastSurfer,204420,LH,Dice,11.0,0.8834104428288169,
FastSurfer,204420,LH,Dice,12.0,0.9153412006157003,
FastSurfer,204420,LH,Dice,13.0,0.8572161642078255,
FastSurfer,204420,LH,Dice,14.0,0.7841654059505799,
FastSurfer,204420,LH,Dice,15.0,0.8243190661478599,
FastSurfer,204420,LH,Dice,16.0,0.843238184370613,
FastSurfer,204420,LH,Dice,17.0,0.8736208625877633,
FastSurfer,204420,LH,Dice,18.0,0.83719829626124,
FastSurfer,204420,LH,Dice,19.0,0.8598130841121495,
FastSurfer,204420,LH,Dice,20.0,0.8405461698680861,
FastSurfer,204420,LH,Dice,21.0,0.7522839989558862,
FastSurfer,204420,LH,Dice,22.0,0.8582830626450116,
FastSurfer,204420,LH,Dice,23.0,0.8350951374207188,
FastSurfer,204420,LH,Dice,24.0,0.8591502727723591,
FastSurfer,204420,LH,Dice,25.0,0.9036022893053528,
FastSurfer,204420,LH,Dice,26.0,0.7688044338875692,
FastSurfer,204420,LH,Dice,27.0,0.8871065114273393,
FastSurfer,204420,LH,Dice,28.0,0.918778928807582,
FastSurfer,204420,LH,Dice,29.0,0.9170609249782756,
FastSurfer,204420,LH,Dice,30.0,0.86,
FastSurfer,204420,LH,Dice,31.0,0.8916592460670822,
FastSurfer,204420,LH,Dice,34.0,0.7126673532440783,
FastSurfer,204420,LH,Dice,35.0,0.8114428899561495,
FastSurfer,204420,RH,Dice,-1.0,0.9607651091778532,
FastSurfer,204420,RH,Dice,2.0,0.8052452646915979,
FastSurfer,204420,RH,Dice,3.0,0.8521739130434782,
FastSurfer,204420,RH,Dice,5.0,0.8516252390057362,
FastSurfer,204420,RH,Dice,6.0,0.8076062639821029,
FastSurfer,204420,RH,Dice,7.0,0.7954360228198859,
FastSurfer,204420,RH,Dice,8.0,0.8960148550207113,
FastSurfer,204420,RH,Dice,9.0,0.8329477093937991,
FastSurfer,204420,RH,Dice,10.0,0.8527073078379401,
FastSurfer,204420,RH,Dice,11.0,0.8473141449899954,
FastSurfer,204420,RH,Dice,12.0,0.8917295155311261,
FastSurfer,204420,RH,Dice,13.0,0.8809950962803492,
FastSurfer,204420,RH,Dice,14.0,0.7713388524122181,
FastSurfer,204420,RH,Dice,15.0,0.8204694835680751,
FastSurfer,204420,RH,Dice,16.0,0.7872763419483101,
FastSurfer,204420,RH,Dice,17.0,0.9061784897025172,
FastSurfer,204420,RH,Dice,18.0,0.7827138108189785,
FastSurfer,204420,RH,Dice,19.0,0.7828054298642534,
FastSurfer,204420,RH,Dice,20.0,0.7564632885211996,
FastSurfer,204420,RH,Dice,21.0,0.9153039832285116,
FastSurfer,204420,RH,Dice,22.0,0.8701935944330449,
FastSurfer,204420,RH,Dice,23.0,0.8626282687851705,
FastSurfer,204420,RH,Dice,24.0,0.8635321100917431,
FastSurfer,204420,RH,Dice,25.0,0.9074596774193548,
FastSurfer,204420,RH,Dice,26.0,0.7212681638044914,
FastSurfer,204420,RH,Dice,27.0,0.8762520193861066,
FastSurfer,204420,RH,Dice,28.0,0.9075925293802116,
FastSurfer,204420,RH,Dice,29.0,0.8653169014084507,
FastSurfer,204420,RH,Dice,30.0,0.8582597138613087,
FastSurfer,204420,RH,Dice,31.0,0.8596059113300493,
FastSurfer,204420,RH,Dice,34.0,0.7333333333333333,
FastSurfer,204420,RH,Dice,35.0,0.8134920634920635,
FastSurfer,204420,LH,Chamfer Distance,,1.005640580217514,
FastSurfer,204420,LH,Hausdorff Distance,,6.061123337059931,
FastSurfer,204420,LH,Self-Intersections (SIF),,0.0,235564.0
FastSurfer,204420,RH,Chamfer Distance,,1.003245373341513,
FastSurfer,204420,RH,Hausdorff Distance,,6.058349737676627,
FastSurfer,204420,RH,Self-Intersections (SIF),,0.0,237708.0
FastSurfer,208024,LH,Dice,-1.0,0.9656840898962246,
FastSurfer,208024,LH,Dice,2.0,0.8027491408934708,
FastSurfer,208024,LH,Dice,3.0,0.8664282382211165,
FastSurfer,208024,LH,Dice,5.0,0.87248322147651,
FastSurfer,208024,LH,Dice,6.0,0.7556766575840145,
FastSurfer,208024,LH,Dice,7.0,0.7725829725829726,
FastSurfer,208024,LH,Dice,8.0,0.8803103782735209,
FastSurfer,208024,LH,Dice,9.0,0.8271648454940665,
FastSurfer,208024,LH,Dice,10.0,0.8644840447575632,
FastSurfer,208024,LH,Dice,11.0,0.9050004394059232,
FastSurfer,208024,LH,Dice,12.0,0.8988186954288649,
FastSurfer,208024,LH,Dice,13.0,0.8640097353209614,
FastSurfer,208024,LH,Dice,14.0,0.8165185572399373,
FastSurfer,208024,LH,Dice,15.0,0.8302922940655447,
FastSurfer,208024,LH,Dice,16.0,0.7925729442970822,
FastSurfer,208024,LH,Dice,17.0,0.8879708383961118,
FastSurfer,208024,LH,Dice,18.0,0.8025720409621339,
FastSurfer,208024,LH,Dice,19.0,0.7796296296296297,
FastSurfer,208024,LH,Dice,20.0,0.8437894736842105,
FastSurfer,208024,LH,Dice,21.0,0.91097829506134,
FastSurfer,208024,LH,Dice,22.0,0.8713264495631453,
FastSurfer,208024,LH,Dice,23.0,0.8282523392695442,
FastSurfer,208024,LH,Dice,24.0,0.8731749664588431,
FastSurfer,208024,LH,Dice,25.0,0.8959568733153639,
FastSurfer,208024,LH,Dice,26.0,0.7387387387387387,
FastSurfer,208024,LH,Dice,27.0,0.8999115826702033,
FastSurfer,208024,LH,Dice,28.0,0.9189163810507536,
FastSurfer,208024,LH,Dice,29.0,0.8844459505252457,
FastSurfer,208024,LH,Dice,30.0,0.8522163948559522,
