Framework,Condition,Subject ID,surf_type,Hemisphere,GNNLayers,Epoch,Metric,Label,Score,Total Triangles
FastSurfer,fastsurfer,200008,wm,lh,0,,Chamfer Distance,,0.821515116874471,
FastSurfer,fastsurfer,200008,wm,lh,0,,Hausdorff Distance,,5.921800619296037,
FastSurfer,fastsurfer,200008,wm,lh,0,,Self-Intersections (SIF),,0,256702
FastSurfer,fastsurfer,200008,wm,lh,0,,Macro Dice,,0.9285725395773531,
FastSurfer,fastsurfer,204016,gm,lh,0,,Chamfer Distance,,0.9953259347270519,
FastSurfer,fastsurfer,204016,gm,lh,0,,Hausdorff Distance,,5.901654577399342,
FastSurfer,fastsurfer,204016,gm,lh,0,,Self-Intersections (SIF),,0,282464
FastSurfer,fastsurfer,204016,gm,lh,0,,Macro Dice,,0.8809867227301235,
FastSurfer,fastsurfer,203923,gm,lh,0,,Chamfer Distance,,1.0277499485223909,
FastSurfer,fastsurfer,203923,gm,lh,0,,Hausdorff Distance,,5.935655892531403,
FastSurfer,fastsurfer,203923,gm,lh,0,,Self-Intersections (SIF),,0,293224
FastSurfer,fastsurfer,203923,gm,lh,0,,Macro Dice,,0.8685168801879067,
FastSurfer,fastsurfer,204319,gm,lh,0,,Chamfer Distance,,0.98069789164058,
FastSurfer,fastsurfer,204319,gm,lh,0,,Hausdorff Distance,,6.2937582141685064,
FastSurfer,fastsurfer,204319,gm,lh,0,,Self-Intersections (SIF),,0,306370
FastSurfer,fastsurfer,204319,gm,lh,0,,Macro Dice,,0.8756718193868588,
FastSurfer,fastsurfer,200311,wm,lh,0,,Chamfer Distance,,0.8464391109818801,
FastSurfer,fastsurfer,200311,wm,lh,0,,Hausdorff Distance,,6.2962132650737646,
FastSurfer,fastsurfer,200311,wm,lh,0,,Self-Intersections (SIF),,0,272224
FastSurfer,fastsurfer,200311,wm,lh,0,,Macro Dice,,0.933779603027857,
FastSurfer,fastsurfer,200614,wm,lh,0,,Chamfer Distance,,0.8403492884392876,
FastSurfer,fastsurfer,200614,wm,lh,0,,Hausdorff Distance,,5.077104940977494,
FastSurfer,fastsurfer,200614,wm,lh,0,,Self-Intersections (SIF),,0,270716
FastSurfer,fastsurfer,200614,wm,lh,0,,Macro Dice,,0.9341858509973491,
FastSurfer,fastsurfer,201414,wm,lh,0,,Chamfer Distance,,0.8699420491897483,
FastSurfer,fastsurfer,201414,wm,lh,0,,Hausdorff Distance,,6.504654839981137,
FastSurfer,fastsurfer,201414,wm,lh,0,,Self-Intersections (SIF),,0,252064
FastSurfer,fastsurfer,201414,wm,lh,0,,Macro Dice,,0.9159517355052387,
FastSurfer,fastsurfer,200109,wm,lh,0,,Chamfer Distance,,0.90179542629969,
FastSurfer,fastsurfer,200109,wm,lh,0,,Hausdorff Distance,,5.113005917784949,
FastSurfer,fastsurfer,200109,wm,lh,0,,Self-Intersections (SIF),,0,281480
FastSurfer,fastsurfer,200109,wm,lh,0,,Macro Dice,,0.9392882611835824,
FastSurfer,fastsurfer,201111,wm,lh,0,,Chamfer Distance,,0.8404883016057461,
FastSurfer,fastsurfer,201111,wm,lh,0,,Hausdorff Distance,,4.911734731197407,
FastSurfer,fastsurfer,201111,wm,lh,0,,Self-Intersections (SIF),,0,289876
FastSurfer,fastsurfer,201111,wm,lh,0,,Macro Dice,,0.9300837515449879,
FastSurfer,fastsurfer,203721,wm,lh,0,,Chamfer Distance,,0.8471818087471902,
FastSurfer,fastsurfer,203721,wm,lh,0,,Hausdorff Distance,,5.841431925849324,
FastSurfer,fastsurfer,203721,wm,lh,0,,Self-Intersections (SIF),,0,243334
FastSurfer,fastsurfer,203721,wm,lh,0,,Macro Dice,,0.9334726050537884,
FastSurfer,fastsurfer,200917,wm,lh,0,,Chamfer Distance,,0.8482489201002338,
FastSurfer,fastsurfer,200917,wm,lh,0,,Hausdorff Distance,,6.08618158642426,
FastSurfer,fastsurfer,200917,wm,lh,0,,Self-Intersections (SIF),,0,282914
FastSurfer,fastsurfer,200917,wm,lh,0,,Macro Dice,,0.9199346564803275,
FastSurfer,fastsurfer,200210,wm,lh,0,,Chamfer Distance,,0.846202175029719,
FastSurfer,fastsurfer,200210,wm,lh,0,,Hausdorff Distance,,5.982793752895581,
FastSurfer,fastsurfer,200210,wm,lh,0,,Self-Intersections (SIF),,0,334792
FastSurfer,fastsurfer,200210,wm,lh,0,,Macro Dice,,0.9300114643640204,
FastSurfer,fastsurfer,201515,wm,lh,0,,Chamfer Distance,,0.8543174466970336,
FastSurfer,fastsurfer,201515,wm,lh,0,,Hausdorff Distance,,4.414711927081472,
FastSurfer,fastsurfer,201515,wm,lh,0,,Self-Intersections (SIF),,0,288516
FastSurfer,fastsurfer,201515,wm,lh,0,,Macro Dice,,0.9216169627902119,
FastSurfer,fastsurfer,201818,wm,lh,0,,Chamfer Distance,,0.8265084169210569,
FastSurfer,fastsurfer,201818,wm,lh,0,,Hausdorff Distance,,4.499337567267045,
FastSurfer,fastsurfer,201818,wm,lh,0,,Self-Intersections (SIF),,0,242998
FastSurfer,fastsurfer,201818,wm,lh,0,,Macro Dice,,0.9420639597120697,
FastSurfer,fastsurfer,204521,wm,lh,0,,Chamfer Distance,,0.8688462856791951,
FastSurfer,fastsurfer,204521,wm,lh,0,,Hausdorff Distance,,4.546354275495531,
FastSurfer,fastsurfer,204521,wm,lh,0,,Self-Intersections (SIF),,0,241440
FastSurfer,fastsurfer,204521,wm,lh,0,,Macro Dice,,0.9360165486634325,
FastSurfer,fastsurfer,204420,wm,lh,0,,Chamfer Distance,,0.8269508216528586,
FastSurfer,fastsurfer,204420,wm,lh,0,,Hausdorff Distance,,4.5059390728394035,
FastSurfer,fastsurfer,204420,wm,lh,0,,Self-Intersections (SIF),,0,235564
FastSurfer,fastsurfer,204420,wm,lh,0,,Macro Dice,,0.9272288001765071,
FastSurfer,fastsurfer,203418,wm,lh,0,,Chamfer Distance,,0.8193834735832668,
FastSurfer,fastsurfer,203418,wm,lh,0,,Hausdorff Distance,,5.01161373328436,
FastSurfer,fastsurfer,203418,wm,lh,0,,Self-Intersections (SIF),,0,266246
FastSurfer,fastsurfer,203418,wm,lh,0,,Macro Dice,,0.9227738828447707,
FastSurfer,fastsurfer,200008,gm,rh,0,,Chamfer Distance,,1.000635890881454,
FastSurfer,fastsurfer,200008,gm,rh,0,,Hausdorff Distance,,8.1257356573511,
FastSurfer,fastsurfer,200008,gm,rh,0,,Self-Intersections (SIF),,0,256560
FastSurfer,fastsurfer,200008,gm,rh,0,,Macro Dice,,0.8531465929474762,
FastSurfer,fastsurfer,201717,wm,lh,0,,Chamfer Distance,,0.8179043546786713,
FastSurfer,fastsurfer,201717,wm,lh,0,,Hausdorff Distance,,6.520147173112813,
FastSurfer,fastsurfer,201717,wm,lh,0,,Self-Intersections (SIF),,0,308938
FastSurfer,fastsurfer,201717,wm,lh,0,,Macro Dice,,0.9260964781380531,
FastSurfer,fastsurfer,202113,wm,lh,0,,Chamfer Distance,,0.8778475291265033,
FastSurfer,fastsurfer,202113,wm,lh,0,,Hausdorff Distance,,5.458053965099197,
FastSurfer,fastsurfer,202113,wm,lh,0,,Self-Intersections (SIF),,0,292920
FastSurfer,fastsurfer,202113,wm,lh,0,,Macro Dice,,0.9279932415716345,
FastSurfer,fastsurfer,202719,wm,lh,0,,Chamfer Distance,,0.7879612507073057,
FastSurfer,fastsurfer,202719,wm,lh,0,,Hausdorff Distance,,4.405990331800607,
FastSurfer,fastsurfer,202719,wm,lh,0,,Self-Intersections (SIF),,0,283150
FastSurfer,fastsurfer,202719,wm,lh,0,,Macro Dice,,0.9382410541869657,
FastSurfer,fastsurfer,204016,wm,lh,0,,Chamfer Distance,,0.8115753647337847,
FastSurfer,fastsurfer,204016,wm,lh,0,,Hausdorff Distance,,4.83643060299595,
FastSurfer,fastsurfer,204016,wm,lh,0,,Self-Intersections (SIF),,0,282464
FastSurfer,fastsurfer,204016,wm,lh,0,,Macro Dice,,0.9348778643469079,
FastSurfer,fastsurfer,200311,gm,rh,0,,Chamfer Distance,,1.0523250287298107,
FastSurfer,fastsurfer,200311,gm,rh,0,,Hausdorff Distance,,7.382261370951432,
FastSurfer,fastsurfer,200311,gm,rh,0,,Self-Intersections (SIF),,0,275514
FastSurfer,fastsurfer,200311,gm,rh,0,,Macro Dice,,0.8799906069258074,
FastSurfer,fastsurfer,201414,gm,rh,0,,Chamfer Distance,,1.079591259708946,
FastSurfer,fastsurfer,201414,gm,rh,0,,Hausdorff Distance,,6.788558109733741,
FastSurfer,fastsurfer,201414,gm,rh,0,,Self-Intersections (SIF),,0,256992
FastSurfer,fastsurfer,201414,gm,rh,0,,Macro Dice,,0.8677977596838748,
FastSurfer,fastsurfer,200614,gm,rh,0,,Chamfer Distance,,1.0190659726017923,
FastSurfer,fastsurfer,200614,gm,rh,0,,Hausdorff Distance,,8.25242378738355,
FastSurfer,fastsurfer,200614,gm,rh,0,,Self-Intersections (SIF),,0,273662
FastSurfer,fastsurfer,200614,gm,rh,0,,Macro Dice,,0.8749949315138403,
FastSurfer,fastsurfer,203923,wm,lh,0,,Chamfer Distance,,0.8474387453056377,
FastSurfer,fastsurfer,203923,wm,lh,0,,Hausdorff Distance,,5.41934574039325,
FastSurfer,fastsurfer,203923,wm,lh,0,,Self-Intersections (SIF),,0,293224
FastSurfer,fastsurfer,203923,wm,lh,0,,Macro Dice,,0.9373144878449726,
FastSurfer,fastsurfer,204319,wm,lh,0,,Chamfer Distance,,0.815493457508206,
FastSurfer,fastsurfer,204319,wm,lh,0,,Hausdorff Distance,,5.344856530927226,
FastSurfer,fastsurfer,204319,wm,lh,0,,Self-Intersections (SIF),,0,306370
FastSurfer,fastsurfer,204319,wm,lh,0,,Macro Dice,,0.9319956918535983,
FastSurfer,fastsurfer,203721,gm,rh,0,,Chamfer Distance,,1.0630817690694507,
FastSurfer,fastsurfer,203721,gm,rh,0,,Hausdorff Distance,,7.0088108115550085,
FastSurfer,fastsurfer,203721,gm,rh,0,,Self-Intersections (SIF),,16,248886
FastSurfer,fastsurfer,203721,gm,rh,0,,Macro Dice,,0.8655334260109551,
FastSurfer,fastsurfer,201111,gm,rh,0,,Chamfer Distance,,1.021871133780281,
FastSurfer,fastsurfer,201111,gm,rh,0,,Hausdorff Distance,,5.51870860814692,
FastSurfer,fastsurfer,201111,gm,rh,0,,Self-Intersections (SIF),,0,287972
FastSurfer,fastsurfer,201111,gm,rh,0,,Macro Dice,,0.8620179919283054,
FastSurfer,fastsurfer,200109,gm,rh,0,,Chamfer Distance,,1.011643212865288,
FastSurfer,fastsurfer,200109,gm,rh,0,,Hausdorff Distance,,7.84668317633101,
FastSurfer,fastsurfer,200109,gm,rh,0,,Self-Intersections (SIF),,0,285446
FastSurfer,fastsurfer,200109,gm,rh,0,,Macro Dice,,0.866651644358051,
FastSurfer,fastsurfer,201818,gm,rh,0,,Chamfer Distance,,1.0347639326717764,
FastSurfer,fastsurfer,201818,gm,rh,0,,Hausdorff Distance,,6.540173396411747,
FastSurfer,fastsurfer,201818,gm,rh,0,,Self-Intersections (SIF),,0,237904
FastSurfer,fastsurfer,201818,gm,rh,0,,Macro Dice,,0.8669422729020041,
FastSurfer,fastsurfer,204521,gm,rh,0,,Chamfer Distance,,1.0240136903919206,
FastSurfer,fastsurfer,204521,gm,rh,0,,Hausdorff Distance,,6.918209212779871,
FastSurfer,fastsurfer,204521,gm,rh,0,,Self-Intersections (SIF),,0,242008
FastSurfer,fastsurfer,204521,gm,rh,0,,Macro Dice,,0.8766084326217619,
FastSurfer,fastsurfer,200917,gm,rh,0,,Chamfer Distance,,0.9837887359385462,
FastSurfer,fastsurfer,200917,gm,rh,0,,Hausdorff Distance,,7.507677402703266,
FastSurfer,fastsurfer,200917,gm,rh,0,,Self-Intersections (SIF),,0,288824
FastSurfer,fastsurfer,200917,gm,rh,0,,Macro Dice,,0.8574347904331975,
FastSurfer,fastsurfer,200210,gm,rh,0,,Chamfer Distance,,1.0967217763855066,
FastSurfer,fastsurfer,200210,gm,rh,0,,Hausdorff Distance,,8.860442027535917,
FastSurfer,fastsurfer,200210,gm,rh,0,,Self-Intersections (SIF),,0,335272
FastSurfer,fastsurfer,200210,gm,rh,0,,Macro Dice,,0.8654018035134327,
FastSurfer,fastsurfer,201515,gm,rh,0,,Chamfer Distance,,1.0919652831249176,
FastSurfer,fastsurfer,201515,gm,rh,0,,Hausdorff Distance,,6.0265524422261025,
FastSurfer,fastsurfer,201515,gm,rh,0,,Self-Intersections (SIF),,0,291394
FastSurfer,fastsurfer,201515,gm,rh,0,,Macro Dice,,0.8774653166832572,
FastSurfer,fastsurfer,204420,gm,rh,0,,Chamfer Distance,,1.003245373341513,
FastSurfer,fastsurfer,204420,gm,rh,0,,Hausdorff Distance,,6.058349737676627,
FastSurfer,fastsurfer,204420,gm,rh,0,,Self-Intersections (SIF),,0,237708
FastSurfer,fastsurfer,204420,gm,rh,0,,Macro Dice,,0.8658353711665692,
FastSurfer,fastsurfer,203418,gm,rh,0,,Chamfer Distance,,1.0133954263691163,
FastSurfer,fastsurfer,203418,gm,rh,0,,Hausdorff Distance,,5.6981417072621685,
FastSurfer,fastsurfer,203418,gm,rh,0,,Self-Intersections (SIF),,0,264076
FastSurfer,fastsurfer,203418,gm,rh,0,,Macro Dice,,0.8650321017580199,
FastSurfer,fastsurfer,200008,wm,rh,0,,Chamfer Distance,,0.8227218867305606,
FastSurfer,fastsurfer,200008,wm,rh,0,,Hausdorff Distance,,4.871486568289415,
FastSurfer,fastsurfer,200008,wm,rh,0,,Self-Intersections (SIF),,0,256560
FastSurfer,fastsurfer,200008,wm,rh,0,,Macro Dice,,0.9336932425153787,
FastSurfer,fastsurfer,200311,wm,rh,0,,Chamfer Distance,,0.837098507460369,
FastSurfer,fastsurfer,200311,wm,rh,0,,Hausdorff Distance,,5.539838561483601,
FastSurfer,fastsurfer,200311,wm,rh,0,,Self-Intersections (SIF),,0,275514
FastSurfer,fastsurfer,200311,wm,rh,0,,Macro Dice,,0.9280695304086249,
FastSurfer,fastsurfer,201414,wm,rh,0,,Chamfer Distance,,0.8504955724775346,
FastSurfer,fastsurfer,201414,wm,rh,0,,Hausdorff Distance,,5.551669422086517,
FastSurfer,fastsurfer,201414,wm,rh,0,,Self-Intersections (SIF),,0,256992
FastSurfer,fastsurfer,201414,wm,rh,0,,Macro Dice,,0.9190316708479814,
FastSurfer,fastsurfer,200614,wm,rh,0,,Chamfer Distance,,0.8396803506709103,
FastSurfer,fastsurfer,200614,wm,rh,0,,Hausdorff Distance,,5.872847729135477,
FastSurfer,fastsurfer,200614,wm,rh,0,,Self-Intersections (SIF),,0,273662
FastSurfer,fastsurfer,200614,wm,rh,0,,Macro Dice,,0.9282614060745145,
FastSurfer,fastsurfer,202113,gm,rh,0,,Chamfer Distance,,1.0173810291868457,
FastSurfer,fastsurfer,202113,gm,rh,0,,Hausdorff Distance,,7.272603065562247,
FastSurfer,fastsurfer,202113,gm,rh,0,,Self-Intersections (SIF),,0,292140
FastSurfer,fastsurfer,202113,gm,rh,0,,Macro Dice,,0.8901885899972001,
FastSurfer,fastsurfer,204016,gm,rh,0,,Chamfer Distance,,0.9961800568698473,
FastSurfer,fastsurfer,204016,gm,rh,0,,Hausdorff Distance,,7.2367894014593945,
FastSurfer,fastsurfer,204016,gm,rh,0,,Self-Intersections (SIF),,0,284414
FastSurfer,fastsurfer,204016,gm,rh,0,,Macro Dice,,0.8689798103450601,
FastSurfer,fastsurfer,202719,gm,rh,0,,Chamfer Distance,,1.0105255379356666,
FastSurfer,fastsurfer,202719,gm,rh,0,,Hausdorff Distance,,6.114583755672802,
FastSurfer,fastsurfer,202719,gm,rh,0,,Self-Intersections (SIF),,0,282582
FastSurfer,fastsurfer,202719,gm,rh,0,,Macro Dice,,0.8759688112560604,
FastSurfer,fastsurfer,201717,gm,rh,0,,Chamfer Distance,,1.009764744574446,
FastSurfer,fastsurfer,201717,gm,rh,0,,Hausdorff Distance,,8.057429140838185,
FastSurfer,fastsurfer,201717,gm,rh,0,,Self-Intersections (SIF),,0,312372
FastSurfer,fastsurfer,201717,gm,rh,0,,Macro Dice,,0.8583196116034371,
FastSurfer,fastsurfer,203721,wm,rh,0,,Chamfer Distance,,0.8288917590108169,
FastSurfer,fastsurfer,203721,wm,rh,0,,Hausdorff Distance,,3.5207195478666953,
FastSurfer,fastsurfer,203721,wm,rh,0,,Self-Intersections (SIF),,0,248886
FastSurfer,fastsurfer,203721,wm,rh,0,,Macro Dice,,0.9380528370005148,
FastSurfer,fastsurfer,203923,gm,rh,0,,Chamfer Distance,,1.0236172094800118,
FastSurfer,fastsurfer,203923,gm,rh,0,,Hausdorff Distance,,6.853126490721275,
FastSurfer,fastsurfer,203923,gm,rh,0,,Self-Intersections (SIF),,0,294844
FastSurfer,fastsurfer,203923,gm,rh,0,,Macro Dice,,0.8707940599663693,
FastSurfer,fastsurfer,204521,wm,rh,0,,Chamfer Distance,,0.8596635615030933,
FastSurfer,fastsurfer,204521,wm,rh,0,,Hausdorff Distance,,4.443113097260658,
FastSurfer,fastsurfer,204521,wm,rh,0,,Self-Intersections (SIF),,0,242008
FastSurfer,fastsurfer,204521,wm,rh,0,,Macro Dice,,0.935125148985799,
FastSurfer,fastsurfer,201111,wm,rh,0,,Chamfer Distance,,0.8100907331182385,
FastSurfer,fastsurfer,201111,wm,rh,0,,Hausdorff Distance,,4.942415480171698,
FastSurfer,fastsurfer,201111,wm,rh,0,,Self-Intersections (SIF),,0,287972
FastSurfer,fastsurfer,201111,wm,rh,0,,Macro Dice,,0.9243046493411539,
FastSurfer,fastsurfer,201818,wm,rh,0,,Chamfer Distance,,0.8409345904581687,
FastSurfer,fastsurfer,201818,wm,rh,0,,Hausdorff Distance,,5.989006428926476,
FastSurfer,fastsurfer,201818,wm,rh,0,,Self-Intersections (SIF),,0,237904
FastSurfer,fastsurfer,201818,wm,rh,0,,Macro Dice,,0.9267445793868871,
FastSurfer,fastsurfer,204319,gm,rh,0,,Chamfer Distance,,0.9798114657564614,
FastSurfer,fastsurfer,204319,gm,rh,0,,Hausdorff Distance,,7.0071094115912835,
FastSurfer,fastsurfer,204319,gm,rh,0,,Self-Intersections (SIF),,0,310454
FastSurfer,fastsurfer,204319,gm,rh,0,,Macro Dice,,0.860530152245397,
FastSurfer,fastsurfer,200109,wm,rh,0,,Chamfer Distance,,0.9000575290224304,
FastSurfer,fastsurfer,200109,wm,rh,0,,Hausdorff Distance,,7.162472083803901,
FastSurfer,fastsurfer,200109,wm,rh,0,,Self-Intersections (SIF),,0,285446
FastSurfer,fastsurfer,200109,wm,rh,0,,Macro Dice,,0.9271165127928552,
FastSurfer,fastsurfer,204420,wm,rh,0,,Chamfer Distance,,0.8487191765509343,
FastSurfer,fastsurfer,204420,wm,rh,0,,Hausdorff Distance,,6.509568262845349,
FastSurfer,fastsurfer,204420,wm,rh,0,,Self-Intersections (SIF),,0,237708
FastSurfer,fastsurfer,204420,wm,rh,0,,Macro Dice,,0.9208263979851714,
FastSurfer,fastsurfer,200917,wm,rh,0,,Chamfer Distance,,0.8474302469608328,
FastSurfer,fastsurfer,200917,wm,rh,0,,Hausdorff Distance,,6.900587623463287,
FastSurfer,fastsurfer,200917,wm,rh,0,,Self-Intersections (SIF),,0,288824
FastSurfer,fastsurfer,200917,wm,rh,0,,Macro Dice,,0.9206094514108001,
FastSurfer,fastsurfer,203418,wm,rh,0,,Chamfer Distance,,0.8176141398432639,
FastSurfer,fastsurfer,203418,wm,rh,0,,Hausdorff Distance,,4.045706109382857,
FastSurfer,fastsurfer,203418,wm,rh,0,,Self-Intersections (SIF),,0,264076
FastSurfer,fastsurfer,203418,wm,rh,0,,Macro Dice,,0.9248347164511569,
FastSurfer,fastsurfer,200210,wm,rh,0,,Chamfer Distance,,0.8581869696939669,
FastSurfer,fastsurfer,200210,wm,rh,0,,Hausdorff Distance,,8.351150783564327,
FastSurfer,fastsurfer,200210,wm,rh,0,,Self-Intersections (SIF),,0,335272
FastSurfer,fastsurfer,200210,wm,rh,0,,Macro Dice,,0.9256689336422728,
FastSurfer,fastsurfer,201515,wm,rh,0,,Chamfer Distance,,0.8826793531985604,
FastSurfer,fastsurfer,201515,wm,rh,0,,Hausdorff Distance,,5.351883961254489,
FastSurfer,fastsurfer,201515,wm,rh,0,,Self-Intersections (SIF),,0,291394
FastSurfer,fastsurfer,201515,wm,rh,0,,Macro Dice,,0.9403927192371827,
FastSurfer,fastsurfer,205220,gm,lh,0,,Chamfer Distance,,1.0123403394801407,
FastSurfer,fastsurfer,205220,gm,lh,0,,Hausdorff Distance,,6.170022666219288,
FastSurfer,fastsurfer,205220,gm,lh,0,,Self-Intersections (SIF),,4,251470
FastSurfer,fastsurfer,205220,gm,lh,0,,Macro Dice,,0.8841232250440852,
FastSurfer,fastsurfer,205725,gm,lh,0,,Chamfer Distance,,1.041700171821679,
FastSurfer,fastsurfer,205725,gm,lh,0,,Hausdorff Distance,,7.675551942847926,
FastSurfer,fastsurfer,205725,gm,lh,0,,Self-Intersections (SIF),,0,222132
FastSurfer,fastsurfer,205725,gm,lh,0,,Macro Dice,,0.8707758538449155,
FastSurfer,fastsurfer,204622,gm,lh,0,,Chamfer Distance,,1.0078739461212811,
FastSurfer,fastsurfer,204622,gm,lh,0,,Hausdorff Distance,,6.046281083546749,
FastSurfer,fastsurfer,204622,gm,lh,0,,Self-Intersections (SIF),,0,286410
FastSurfer,fastsurfer,204622,gm,lh,0,,Macro Dice,,0.8811556404704035,
