Hemisphere,surf_type,mean_Chamfer Distance,mean_Hausdorff Distance,mean_Self-Intersections (SIF),std_Chamfer Distance,std_Hausdorff Distance,std_Self-Intersections (SIF)
lh,pial,0.8835361593018394,5.663095370460155,1667.2424242424242,0.03037636040947007,1.2856007459339314,954.8179021913464
lh,white,0.7604575800868303,5.212655981187685,0.43434343434343436,0.014172823945199102,1.4985872542650345,1.7909159448912266
rh,pial,0.9005874997878079,5.83809358045081,1897.6565656565656,0.03468339695760907,1.1350199391298421,1032.5007008113068
rh,white,0.7604293439932867,4.853983370120195,1.5757575757575757,0.011823192533816857,1.266583414425781,4.0155079712486454
