hemisphere,surf_type,model_type,solver,gnn_layers,epochs,validation_error
lh,wm,v2,euler,2,130,0.03516123650052609
rh,wm,v2,euler,2,130,0.03585417308103984
lh,wm,v2,euler,3,110,0.036411965742570766
rh,wm,v2,euler,3,110,0.03623655175033491
lh,gm,v2,euler,3,140,0.03635950521003969
rh,gm,v2,euler,3,140,0.03315885674212417
lh,gm,v2,euler,2,180,0.03573680558098392
rh,gm,v2,euler,2,180,0.03248788875523666
lh,wm,v2,euler,4,100,0.035910548768728845
rh,wm,v2,euler,4,100,0.03625534608200441
lh,gm,v2,euler,4,120,0.036534207193371596
rh,gm,v2,euler,4,120,0.09026386283823803
lh,wm,v2,euler,2,140,0.03522973051515472
rh,wm,v2,euler,2,140,0.035774874802506205
lh,wm,v2,euler,3,120,0.035820086913159244
rh,wm,v2,euler,3,120,0.036015484009363594
lh,gm,v2,euler,3,150,0.036175532904022034
lh,gm,v2,euler,2,190,0.035357037945530086
rh,gm,v2,euler,3,150,0.033832307712271296
rh,gm,v2,euler,2,190,0.032592598880251775
lh,wm,v2,euler,2,150,0.035471262796410635
rh,wm,v2,euler,2,150,0.03622180137709024
lh,gm,v2,euler,4,130,0.04964538750535776
lh,wm,v2,euler,4,110,0.035892460926271304
rh,gm,v2,euler,4,130,0.06305836528742381
rh,wm,v2,euler,4,110,0.03628607605762603
rh,gm,v2,euler,2,200,0.032158533344797964
lh,gm,v2,euler,3,160,0.035103436983200516
rh,gm,v2,euler,3,160,0.03255685169278877
lh,wm,v2,euler,3,130,0.03580198006539863
rh,wm,v2,euler,3,130,0.03605704396563694
lh,gm,v2,euler,2,191,0.03587278222077093
rh,gm,v2,euler,2,201,0.03254933710258197
lh,wm,v2,euler,2,151,0.035136846800641844
rh,wm,v2,euler,2,151,0.035661472009388524
lh,gm,v2,euler,3,161,0.04140355467198192
rh,gm,v2,euler,3,161,0.03253234607937288
lh,wm,v2,euler,3,131,0.03549185435233461
rh,wm,v2,euler,3,131,0.035924863901715884
lh,gm,v2,euler,4,131,0.03949955517500398
rh,gm,v2,euler,4,131,132.82792424333508
lh,wm,v2,euler,4,111,0.03572875457707439
rh,wm,v2,euler,4,111,0.036304568593863974
lh,gm,v2,euler,2,200,0.035653880519836596
rh,gm,v2,euler,2,210,0.03267172197128871
lh,gm,v2,euler,3,170,0.03542400212734657
rh,gm,v2,euler,3,170,0.03385040430469511
lh,wm,v2,euler,2,160,0.03533028167770806
rh,wm,v2,euler,2,160,0.03564636812496184
lh,gm,v2,euler,4,140,0.08624220622707447
rh,gm,v2,euler,4,140,nan
lh,wm,v2,euler,3,140,0.03539588045708209
rh,wm,v2,euler,3,140,0.03587450035034823
lh,wm,v2,euler,4,120,0.035673248554491596
rh,wm,v2,euler,4,120,0.036217490372203835
lh,gm,v2,euler,2,210,0.035332364389213236
rh,gm,v2,euler,2,220,0.033020617938118765
lh,gm,v2,euler,3,180,0.03553903043839141
rh,gm,v2,euler,3,180,0.03244996025449805
lh,wm,v2,euler,2,170,0.035252373985211555
rh,wm,v2,euler,2,170,0.03592239691301827
lh,gm,v2,euler,2,220,0.03584586970803151
rh,gm,v2,euler,2,230,0.03251584649692161
lh,gm,v2,euler,4,150,0.043037787628267765
rh,gm,v2,euler,4,150,nan
lh,wm,v2,euler,3,150,0.03553054682862271
rh,wm,v2,euler,3,150,0.03623332461223793
lh,wm,v2,euler,4,130,0.03566835403034929
rh,wm,v2,euler,4,130,0.03601566553196131
lh,gm,v2,euler,3,190,0.03463266907131363
rh,gm,v2,euler,3,190,0.03227976582099378
lh,wm,v2,euler,2,180,0.03529011030031111
rh,wm,v2,euler,2,180,0.03566636769392062
lh,gm,v2,euler,2,230,0.035060911519896515
rh,gm,v2,euler,2,240,0.031876654969076705
lh,gm,v2,euler,4,160,0.0632958170422955
rh,gm,v2,euler,4,160,nan
lh,wm,v2,euler,3,160,0.03519568348690819
rh,wm,v2,euler,3,160,0.03570383366956054
lh,gm,v2,euler,2,240,0.03471976767819985
rh,gm,v2,euler,2,250,0.031670372350320046
lh,gm,v2,euler,3,200,0.03482002708112524
rh,gm,v2,euler,3,200,0.03197850122072349
lh,wm,v2,euler,2,190,0.03510093988709208
rh,wm,v2,euler,2,190,0.035968942531075423
lh,wm,v2,euler,4,140,0.035674730403617766
rh,wm,v2,euler,4,140,0.03947998341353578
lh,gm,v2,euler,2,250,0.039250363976140665
rh,gm,v2,euler,2,260,0.031972250984961585
lh,gm,v2,euler,4,170,0.0571077397862923
rh,gm,v2,euler,4,170,nan
lh,wm,v2,euler,3,170,0.03514523331401067
rh,wm,v2,euler,3,170,0.03562347266214884
lh,gm,v2,euler,3,210,0.03499167404039201
rh,gm,v2,euler,3,210,0.07898549552794129
lh,wm,v2,euler,2,200,0.035053017670399075
rh,wm,v2,euler,2,200,0.03568655251754159
lh,gm,v2,euler,2,260,0.03509701588788222
rh,gm,v2,euler,2,270,0.03208934701652997
lh,wm,v2,euler,4,150,0.035480700811102245
rh,wm,v2,euler,4,150,0.039929597827220525
lh,gm,v2,euler,3,220,0.03438446580322965
rh,gm,v2,euler,3,220,0.058017206701433996
lh,gm,v2,euler,4,180,0.04358660345164465
rh,gm,v2,euler,4,180,nan
lh,wm,v2,euler,3,180,0.03533427875011292
rh,wm,v2,euler,3,180,0.035813984391881666
lh,wm,v2,euler,2,210,0.03522461896675944
rh,wm,v2,euler,2,210,0.0353666879038491
lh,gm,v2,euler,2,270,0.03513613334909114
rh,gm,v2,euler,2,280,0.03223430105898497
lh,gm,v2,euler,3,230,0.03465414481289717
rh,gm,v2,euler,3,230,5632.884831264101
lh,gm,v2,euler,2,280,0.03825539251606799
rh,gm,v2,euler,2,290,0.03191084325125899
lh,wm,v2,euler,4,160,0.03560562097469489
rh,wm,v2,euler,4,160,0.040067413747551496
lh,gm,v2,euler,4,190,0.040389562917849176
rh,gm,v2,euler,4,190,nan
lh,wm,v2,euler,2,220,0.034942680219407114
rh,wm,v2,euler,2,220,0.03545503458836124
lh,wm,v2,euler,3,190,0.035211414483612695
rh,wm,v2,euler,3,190,0.035503441314835196
lh,gm,v2,euler,2,290,0.034227143291430145
rh,gm,v2,euler,2,300,0.033777721377003314
lh,gm,v2,euler,3,240,0.034910609523147534
rh,gm,v2,euler,3,240,26085.597268466292
lh,wm,v2,euler,2,230,0.03499107308392734
rh,wm,v2,euler,2,230,0.035337868902043455
lh,gm,v2,euler,4,200,0.03796218782648292
rh,gm,v2,euler,4,200,nan
lh,wm,v2,euler,4,170,0.035358142385716905
rh,wm,v2,euler,4,170,0.039059109157874604
lh,wm,v2,euler,3,200,0.03512695353680916
lh,gm,v2,euler,2,300,0.03450494873034366
rh,wm,v2,euler,3,200,0.035749428018883415
rh,gm,v2,euler,2,310,0.031592151823008015
lh,gm,v2,euler,3,250,0.03454796936646995
rh,gm,v2,euler,3,250,13969.737003589498
lh,wm,v2,euler,2,240,0.03514806667226367
rh,wm,v2,euler,2,240,0.03551589982415517
lh,gm,v2,euler,2,310,0.03492924648087175
rh,gm,v2,euler,2,320,1781.6699188331079
lh,gm,v2,euler,4,210,0.04048727896588389
rh,gm,v2,euler,4,210,nan
lh,wm,v2,euler,3,210,0.03504910762722861
rh,wm,v2,euler,3,210,0.03556706200595664
lh,gm,v2,euler,3,260,0.0356592758933026
rh,gm,v2,euler,3,260,186091.68638032058
lh,wm,v2,euler,4,180,0.035444400180432274
rh,wm,v2,euler,4,180,0.03747419904012249
lh,gm,v2,euler,2,320,0.034376734220131766
rh,gm,v2,euler,2,330,23219.38290267155
lh,wm,v2,euler,2,250,0.03558826869391788
rh,wm,v2,euler,2,250,0.03546675151451852
lh,gm,v2,euler,4,220,0.09262283806335823
rh,gm,v2,euler,4,220,nan
lh,gm,v2,euler,3,270,0.03518622176263056
rh,gm,v2,euler,3,270,nan
lh,gm,v2,euler,2,330,0.03438983508360628
rh,gm,v2,euler,2,340,66149.85258825895
lh,wm,v2,euler,3,220,0.03509940425233096
rh,wm,v2,euler,3,220,0.035940195097094244
lh,wm,v2,euler,2,260,0.034898342101800595
rh,wm,v2,euler,2,260,0.035270515142875755
lh,wm,v2,euler,4,190,0.035350372917460404
rh,wm,v2,euler,4,190,0.03671142941788401
lh,gm,v2,euler,2,340,0.034267118406142834
rh,gm,v2,euler,2,350,nan
lh,gm,v2,euler,3,280,0.07324716904710432
rh,gm,v2,euler,3,280,nan
lh,gm,v2,euler,4,230,0.058948332574298795
rh,gm,v2,euler,4,230,nan
lh,wm,v2,euler,3,230,0.035020545855614135
rh,wm,v2,euler,3,230,0.03595943392077782
lh,wm,v2,euler,2,270,0.03627870275271687
rh,wm,v2,euler,2,270,0.03539180137334464
lh,gm,v2,euler,2,350,0.034038192975928944
rh,gm,v2,euler,2,360,nan
lh,wm,v2,euler,4,200,0.03973262623887798
rh,wm,v2,euler,4,200,0.03882829878421035
lh,gm,v2,euler,3,290,2123.78258129646
rh,gm,v2,euler,3,290,nan
lh,gm,v2,euler,4,240,0.7398109045080391
rh,gm,v2,euler,4,240,nan
lh,gm,v2,euler,2,360,0.03524291771790213
rh,gm,v2,euler,2,370,nan
lh,wm,v2,euler,2,280,0.034833612266209395
rh,wm,v2,euler,2,280,0.035624089519089845
lh,wm,v2,euler,3,240,0.03492095035245915
rh,wm,v2,euler,3,240,0.03545883185418869
lh,gm,v2,euler,3,300,3513.217987685368
rh,gm,v2,euler,3,300,nan
lh,gm,v2,euler,2,370,0.03385661157467282
rh,gm,v2,euler,2,380,nan
lh,wm,v2,euler,4,210,0.03660140916100976
rh,wm,v2,euler,4,210,0.03687458216706451
lh,gm,v2,euler,4,250,0.18587098697778479
rh,gm,v2,euler,4,250,nan
lh,wm,v2,euler,2,290,0.03505161472777876
rh,wm,v2,euler,2,290,0.03523114546937747
lh,wm,v2,euler,3,250,0.034919785321108066
rh,wm,v2,euler,3,250,0.03571255396748491
lh,gm,v2,euler,3,310,nan
rh,gm,v2,euler,3,310,nan
lh,gm,v2,euler,2,380,0.03403594310556996
rh,gm,v2,euler,2,390,nan
lh,wm,v2,euler,2,300,0.035451133765585334
rh,wm,v2,euler,2,300,0.03516752161070552
lh,gm,v2,euler,4,260,0.11180602274995682
rh,gm,v2,euler,4,260,nan
lh,wm,v2,euler,4,220,0.03798901512897734
lh,gm,v2,euler,2,390,0.03373731252740354
rh,gm,v2,euler,2,400,nan
rh,wm,v2,euler,4,220,0.03844068217811833
rh,gm,v2,euler,2,401,nan
lh,gm,v2,euler,3,320,nan
rh,gm,v2,euler,3,320,nan
lh,wm,v2,euler,3,260,0.035047698035888405
rh,wm,v2,euler,3,260,0.03846317253944641
lh,gm,v2,euler,2,400,0.03426337191520925
lh,wm,v2,euler,2,310,0.03557429791444206
lh,gm,v2,euler,2,401,0.0354762917062356
rh,wm,v2,euler,2,310,0.03510522379530875
lh,gm,v2,euler,4,270,0.060935346670609354
rh,gm,v2,euler,4,270,nan
lh,gm,v2,euler,3,330,nan
lh,wm,v2,euler,2,320,0.034973972952715926
rh,gm,v2,euler,3,330,nan
rh,wm,v2,euler,2,320,0.035554116760161784
lh,wm,v2,euler,4,230,0.0387691983131186
rh,wm,v2,euler,4,230,0.04001235312647748
lh,wm,v2,euler,3,270,0.034967671158013
rh,wm,v2,euler,3,270,0.03690922519659768
lh,wm,v2,euler,2,330,0.034803358552192645
rh,wm,v2,euler,2,330,0.03576636820447487
lh,gm,v2,euler,3,340,nan
lh,wm,v2,euler,2,340,0.03495169252785452
rh,gm,v2,euler,3,340,nan
rh,wm,v2,euler,2,340,0.03563214717171926
lh,gm,v2,euler,4,280,0.04971815899901638
rh,gm,v2,euler,4,280,nan
lh,wm,v2,euler,2,350,0.03516166782054793
rh,wm,v2,euler,2,350,0.03509668395367796
lh,wm,v2,euler,3,280,0.03513814044708852
rh,wm,v2,euler,3,280,0.037477815755570694
lh,wm,v2,euler,4,240,0.03712276432859904
rh,wm,v2,euler,4,240,0.03772405705541164
lh,gm,v2,euler,3,350,nan
lh,wm,v2,euler,2,360,0.03469371294441175
rh,gm,v2,euler,3,350,nan
rh,wm,v2,euler,2,360,0.03512328316117356
lh,gm,v2,euler,4,290,0.25007976515114244
rh,gm,v2,euler,4,290,nan
lh,wm,v2,euler,2,370,0.034860712605285664
rh,wm,v2,euler,2,370,0.03510119623915044
