Hemisphere,surf_type,mean_Chamfer Distance,mean_Hausdorff Distance,mean_Self-Intersections (SIF),std_Chamfer Distance,std_Hausdorff Distance,std_Self-Intersections (SIF)
lh,pial,0.8832371272467343,5.741993565920253,5486.515151515152,0.02523113323857086,1.3645146042333178,2127.17807398477
lh,white,0.7599794833894321,5.180079016772969,28.353535353535353,0.014261488294112107,1.481988301965549,81.92446908789171
rh,pial,0.8935482484877744,6.008696091944855,5164.030303030303,0.026561428992790938,1.1432708789062693,1774.2127282811396
rh,white,0.7602868692574194,4.823817889615988,44.313131313131315,0.011989001137430491,1.221603923470999,84.56125016750136
