Framework,Subject ID,surf_type,Hemisphere,Metric,Label,Score,Total Triangles
csrf,280941,pial,rh,Hausdorff Distance,,6.242354060493865,
csrf,224022,white,lh,Chamfer Distance,,0.7578575553592277,
csrf,214625,pial,rh,Self-Intersections (SIF),,-1,236326
csrf,201515,pial,rh,Chamfer Distance,,1.0220249751631854,
csrf,245333,pial,rh,Self-Intersections (SIF),,-1,212664
csrf,200311,pial,rh,Hausdorff Distance,,6.1988214854783825,
csrf,203721,pial,rh,Hausdorff Distance,,5.941547183877595,
csrf,204016,pial,rh,Chamfer Distance,,0.8732507728329489,
csrf,231928,pial,rh,Hausdorff Distance,,9.597835115831932,
csrf,256540,pial,rh,Hausdorff Distance,,4.928823144778975,
csrf,236130,pial,rh,Hausdorff Distance,,5.409514194830079,
csrf,201515,pial,rh,Hausdorff Distance,,8.324113381098975,
csrf,209127,pial,rh,Hausdorff Distance,,5.4988996367623875,
csrf,201414,pial,rh,Self-Intersections (SIF),,-1,218179
csrf,204319,pial,rh,Chamfer Distance,,0.8671878087965051,
csrf,212419,pial,rh,Hausdorff Distance,,5.502925820033894,
csrf,203721,pial,rh,Self-Intersections (SIF),,-1,210851
csrf,200311,pial,rh,Self-Intersections (SIF),,-1,235304
csrf,221218,pial,rh,Hausdorff Distance,,6.608083038520549,
csrf,236130,pial,rh,Self-Intersections (SIF),,-1,232168
csrf,220721,pial,rh,Hausdorff Distance,,5.164607655249895,
csrf,217429,white,lh,Chamfer Distance,,0.7618451263028656,
csrf,204319,pial,rh,Hausdorff Distance,,4.361034511780837,
csrf,248339,pial,rh,Chamfer Distance,,0.9023365378431215,
csrf,209127,pial,rh,Self-Intersections (SIF),,-1,219801
csrf,249947,pial,rh,Self-Intersections (SIF),,-1,220980
csrf,212419,pial,rh,Self-Intersections (SIF),,-1,224927
csrf,214221,pial,rh,Self-Intersections (SIF),,-1,214328
csrf,285345,pial,rh,Self-Intersections (SIF),,-1,215915
csrf,207426,pial,rh,Chamfer Distance,,0.8843551667192826,
csrf,211922,pial,rh,Chamfer Distance,,0.8720002111872751,
csrf,220721,pial,rh,Self-Intersections (SIF),,-1,247249
csrf,211417,pial,rh,Hausdorff Distance,,4.720106445040603,
csrf,204319,pial,rh,Self-Intersections (SIF),,-1,263766
csrf,209228,pial,rh,Self-Intersections (SIF),,-1,237969
csrf,211215,pial,rh,Hausdorff Distance,,6.2140312060643685,
csrf,221319,white,lh,Chamfer Distance,,0.7717033171422127,
csrf,204521,white,lh,Chamfer Distance,,0.7713708596917151,
csrf,284646,pial,rh,Hausdorff Distance,,6.41482743950551,
csrf,210011,pial,rh,Hausdorff Distance,,5.4509788948475215,
csrf,250427,pial,rh,Self-Intersections (SIF),,-1,220969
csrf,212823,pial,rh,Chamfer Distance,,0.8747231465062761,
csrf,200917,pial,rh,Chamfer Distance,,0.8963207223407236,
csrf,214524,pial,rh,Chamfer Distance,,0.8983499329910675,
csrf,214726,pial,rh,Hausdorff Distance,,9.42038291750184,
csrf,200614,pial,rh,Self-Intersections (SIF),,-1,230968
csrf,200109,pial,rh,Hausdorff Distance,,5.9131013816733,
csrf,207628,pial,rh,Chamfer Distance,,0.9148801696086715,
csrf,268850,pial,rh,Self-Intersections (SIF),,-1,230039
csrf,208024,white,lh,Chamfer Distance,,0.7490771479465109,
csrf,239944,pial,rh,Self-Intersections (SIF),,-1,233077
csrf,212116,pial,rh,Hausdorff Distance,,7.283049790695474,
csrf,202113,pial,rh,Chamfer Distance,,0.9695930723300537,
csrf,246133,white,lh,Chamfer Distance,,0.7457428693549895,
csrf,204420,white,lh,Chamfer Distance,,0.7545306129536082,
csrf,210617,pial,rh,Self-Intersections (SIF),,-1,244264
csrf,209935,pial,rh,Chamfer Distance,,0.9097967686198682,
csrf,263436,pial,rh,Hausdorff Distance,,5.4087168306344235,
csrf,224022,white,lh,Hausdorff Distance,,5.331121443459624,
csrf,202113,pial,rh,Hausdorff Distance,,7.128247245555293,
csrf,280941,pial,rh,Self-Intersections (SIF),,-1,231343
csrf,246133,white,lh,Hausdorff Distance,,5.09520455834216,
csrf,204016,pial,rh,Hausdorff Distance,,7.245435481838003,
csrf,231928,pial,rh,Self-Intersections (SIF),,-1,216557
csrf,256540,pial,rh,Self-Intersections (SIF),,-1,216037
csrf,227432,pial,rh,Chamfer Distance,,0.9021622366486121,
csrf,224022,white,lh,Self-Intersections (SIF),,-1,193095
csrf,209935,pial,rh,Hausdorff Distance,,6.913249969778428,
csrf,201515,pial,rh,Self-Intersections (SIF),,-1,247595
csrf,204016,pial,rh,Self-Intersections (SIF),,-1,240905
csrf,257542,pial,rh,Chamfer Distance,,0.8826620295346379,
csrf,214019,white,lh,Chamfer Distance,,0.743643646495667,
csrf,212318,white,lh,Chamfer Distance,,0.7483818793666512,
csrf,221218,pial,rh,Self-Intersections (SIF),,-1,215826
csrf,217429,white,lh,Hausdorff Distance,,4.689265223015927,
csrf,248339,pial,rh,Hausdorff Distance,,5.887482376969881,
csrf,207426,pial,rh,Hausdorff Distance,,6.636372268552681,
csrf,208327,pial,rh,Chamfer Distance,,0.8711172003015246,
csrf,207123,pial,rh,Chamfer Distance,,0.8997526738985969,
csrf,205826,pial,rh,Chamfer Distance,,0.909969061665912,
csrf,211922,pial,rh,Hausdorff Distance,,6.361135680426894,
csrf,211417,pial,rh,Self-Intersections (SIF),,-1,225513
csrf,204521,white,lh,Hausdorff Distance,,4.227295288199141,
csrf,221319,white,lh,Hausdorff Distance,,5.37696986250308,
csrf,208327,pial,rh,Hausdorff Distance,,7.239932361437336,
csrf,211215,pial,rh,Self-Intersections (SIF),,-1,282445
csrf,284646,pial,rh,Self-Intersections (SIF),,-1,233949
csrf,210011,pial,rh,Self-Intersections (SIF),,-1,246553
csrf,212823,pial,rh,Hausdorff Distance,,3.874743932797152,
csrf,200917,pial,rh,Hausdorff Distance,,8.023823299635602,
csrf,214423,pial,rh,Chamfer Distance,,0.8626304900091164,
csrf,201818,white,lh,Chamfer Distance,,0.7490748534134645,
csrf,211720,pial,rh,Chamfer Distance,,0.890681262902655,
csrf,209834,white,lh,Chamfer Distance,,0.793258007142613,
csrf,212823,pial,rh,Self-Intersections (SIF),,-1,248403
csrf,214726,pial,rh,Self-Intersections (SIF),,-1,239143
csrf,202719,pial,rh,Chamfer Distance,,0.8750483045261985,
csrf,204622,white,lh,Chamfer Distance,,0.7469212728602255,
csrf,211114,pial,rh,Chamfer Distance,,0.9102286349701504,
csrf,211720,pial,rh,Hausdorff Distance,,5.591801721474688,
csrf,205725,white,lh,Chamfer Distance,,0.7476412923287573,
csrf,208125,pial,rh,Chamfer Distance,,0.8652013160946801,
csrf,208428,white,lh,Chamfer Distance,,0.7734007028607959,
csrf,212217,white,lh,Chamfer Distance,,0.7487311436038715,
csrf,211114,pial,rh,Hausdorff Distance,,6.577790480282166,
csrf,217126,white,lh,Chamfer Distance,,0.7807242171564828,
csrf,223929,pial,rh,Chamfer Distance,,0.8751388849006994,
csrf,210415,white,lh,Chamfer Distance,,0.7722548935927669,
csrf,201111,pial,rh,Chamfer Distance,,0.8883516770296591,
csrf,211114,pial,rh,Self-Intersections (SIF),,-1,237931
csrf,214524,pial,rh,Hausdorff Distance,,5.472156840945874,
csrf,203923,pial,rh,Chamfer Distance,,0.9294810468434653,
csrf,200008,pial,rh,Chamfer Distance,,0.872232684465523,
csrf,257845,pial,rh,Chamfer Distance,,0.8956018743171363,
csrf,210415,white,lh,Hausdorff Distance,,7.1021081263106955,
csrf,200109,pial,rh,Self-Intersections (SIF),,-1,239677
csrf,280739,white,lh,Chamfer Distance,,0.7483375466218833,
csrf,207628,pial,rh,Hausdorff Distance,,4.655349299035517,
csrf,237334,white,lh,Chamfer Distance,,0.7474727734027333,
csrf,213421,pial,rh,Chamfer Distance,,0.9239401625823302,
csrf,250932,white,lh,Chamfer Distance,,0.7449560419584154,
csrf,283543,pial,rh,Chamfer Distance,,0.8903058448711664,
csrf,211316,white,rh,Chamfer Distance,,0.7635028467716845,
csrf,208024,white,lh,Hausdorff Distance,,3.8320561560914435,
csrf,204420,white,lh,Hausdorff Distance,,3.765515458250112,
csrf,212116,pial,rh,Self-Intersections (SIF),,-1,226326
csrf,263436,pial,rh,Self-Intersections (SIF),,-1,241011
csrf,202113,pial,rh,Self-Intersections (SIF),,-1,249768
csrf,205119,pial,rh,Chamfer Distance,,0.8813948704884123,
csrf,255639,white,lh,Chamfer Distance,,0.7876751970962935,
csrf,246133,white,lh,Self-Intersections (SIF),,-1,209860
csrf,205220,white,lh,Chamfer Distance,,0.7508769848874416,
csrf,209935,pial,rh,Self-Intersections (SIF),,-1,246673
csrf,205119,pial,rh,Hausdorff Distance,,7.325368342638379,
csrf,212015,pial,rh,Chamfer Distance,,0.8866871905009122,
csrf,227432,pial,rh,Hausdorff Distance,,6.4791913005272095,
csrf,201717,pial,rh,Chamfer Distance,,0.867954766964567,
csrf,205220,white,lh,Hausdorff Distance,,5.43287668528569,
csrf,251833,pial,rh,Chamfer Distance,,0.8673244180866326,
csrf,206222,pial,rh,Chamfer Distance,,0.8921873751845232,
csrf,268749,pial,rh,Chamfer Distance,,0.8959144900102674,
csrf,250427,white,lh,Chamfer Distance,,0.7424141655760009,
csrf,214221,white,lh,Chamfer Distance,,0.772089466921013,
csrf,270332,pial,rh,Chamfer Distance,,0.8695162495439126,
csrf,227432,pial,rh,Self-Intersections (SIF),,-1,231330
csrf,200210,pial,rh,Chamfer Distance,,0.9196244718685674,
csrf,257542,pial,rh,Hausdorff Distance,,6.441399367035938,
csrf,200311,white,lh,Chamfer Distance,,0.7776387827524505,
csrf,214019,white,lh,Hausdorff Distance,,3.963907810278031,
csrf,214221,white,lh,Hausdorff Distance,,4.307481544460735,
csrf,212318,white,lh,Hausdorff Distance,,3.3255196734357004,
csrf,217429,white,lh,Self-Intersections (SIF),,-1,215245
csrf,200210,pial,rh,Hausdorff Distance,,6.68944848675997,
csrf,248339,pial,rh,Self-Intersections (SIF),,-1,240458
csrf,207123,pial,rh,Hausdorff Distance,,5.04011647369488,
csrf,214019,white,lh,Self-Intersections (SIF),,-1,209856
csrf,257542,pial,rh,Self-Intersections (SIF),,-1,239290
csrf,207426,pial,rh,Self-Intersections (SIF),,-1,224675
csrf,205826,pial,rh,Hausdorff Distance,,6.296875070884582,
csrf,233326,white,lh,Chamfer Distance,,0.7543406874858767,
csrf,200210,pial,rh,Self-Intersections (SIF),,-1,287215
csrf,211922,pial,rh,Self-Intersections (SIF),,-1,225534
csrf,208327,pial,rh,Self-Intersections (SIF),,-1,296265
csrf,221319,white,lh,Self-Intersections (SIF),,-1,205458
csrf,204521,white,lh,Self-Intersections (SIF),,-1,198808
csrf,200917,pial,rh,Self-Intersections (SIF),,-1,238260
csrf,200614,white,lh,Chamfer Distance,,0.7606153057950684,
csrf,231928,white,lh,Chamfer Distance,,0.7528747695764423,
csrf,214423,pial,rh,Hausdorff Distance,,6.4662849081860045,
csrf,201818,white,lh,Hausdorff Distance,,4.201437268997298,
csrf,209834,white,lh,Hausdorff Distance,,5.339273786862683,
csrf,202719,pial,rh,Hausdorff Distance,,5.2499456874038595,
csrf,204622,white,lh,Hausdorff Distance,,4.822674317058384,
csrf,203418,white,lh,Chamfer Distance,,0.7441267861226548,
csrf,214625,white,lh,Chamfer Distance,,0.757793988808293,
csrf,201818,white,lh,Self-Intersections (SIF),,-1,203800
csrf,209329,white,lh,Chamfer Distance,,0.7543301782372585,
csrf,228434,white,lh,Chamfer Distance,,0.7404189163718005,
csrf,221218,white,lh,Chamfer Distance,,0.7709262751968393,
csrf,214726,white,lh,Chamfer Distance,,0.7556798758580384,
csrf,245333,white,lh,Chamfer Distance,,0.7507753118545019,
csrf,211720,pial,rh,Self-Intersections (SIF),,-1,268800
csrf,208226,white,lh,Chamfer Distance,,0.7447084156481946,
csrf,275645,white,lh,Chamfer Distance,,0.7555296815266082,
csrf,205725,white,lh,Hausdorff Distance,,4.966625892393199,
csrf,208125,pial,rh,Hausdorff Distance,,5.0264072642634146,
csrf,212217,white,lh,Hausdorff Distance,,2.9807939327841413,
csrf,217126,white,lh,Hausdorff Distance,,9.594037577552307,
csrf,208226,white,lh,Hausdorff Distance,,4.044431998851751,
csrf,208428,white,lh,Hausdorff Distance,,3.9331131682650646,
csrf,211215,white,lh,Chamfer Distance,,0.7402113146949814,
csrf,275645,white,lh,Hausdorff Distance,,4.880970629971854,
csrf,223929,pial,rh,Hausdorff Distance,,7.742396369815866,
csrf,201111,pial,rh,Hausdorff Distance,,5.040496176651646,
csrf,214524,pial,rh,Self-Intersections (SIF),,-1,248415
csrf,217126,white,lh,Self-Intersections (SIF),,-1,223656
csrf,203923,pial,rh,Hausdorff Distance,,4.345043907829936,
csrf,200008,pial,rh,Hausdorff Distance,,5.848992647211444,
csrf,210415,white,lh,Self-Intersections (SIF),,-1,199464
csrf,257845,pial,rh,Hausdorff Distance,,7.067480144569013,
csrf,201111,pial,rh,Self-Intersections (SIF),,-1,240947
csrf,280739,white,lh,Hausdorff Distance,,3.463665111683496,
csrf,201414,white,lh,Chamfer Distance,,0.7858111470512879,
csrf,207628,pial,rh,Self-Intersections (SIF),,-1,258645
csrf,213421,pial,rh,Hausdorff Distance,,5.694992308498828,
csrf,237334,white,lh,Hausdorff Distance,,5.107101568711702,
csrf,211316,white,rh,Hausdorff Distance,,4.082078536430771,
csrf,257845,pial,rh,Self-Intersections (SIF),,-1,243410
csrf,250932,white,lh,Hausdorff Distance,,4.865683863549667,
csrf,283543,pial,rh,Hausdorff Distance,,6.897196746145972,
csrf,204420,white,lh,Self-Intersections (SIF),,-1,194209
csrf,208024,white,lh,Self-Intersections (SIF),,-1,197777
csrf,255639,white,lh,Hausdorff Distance,,5.300895115101239,
csrf,205119,pial,rh,Self-Intersections (SIF),,-1,253529
csrf,203721,white,lh,Chamfer Distance,,0.7653135582259666,
csrf,209127,white,lh,Chamfer Distance,,0.7500326757892632,
csrf,212015,pial,rh,Hausdorff Distance,,4.428183733868053,
csrf,205220,white,lh,Self-Intersections (SIF),,-1,212232
csrf,285345,white,lh,Chamfer Distance,,0.7575842450370069,
csrf,249947,white,lh,Chamfer Distance,,0.7480029527888574,
csrf,236130,white,lh,Chamfer Distance,,0.7434940078397647,
csrf,201717,pial,rh,Hausdorff Distance,,5.545639042978095,
csrf,212015,pial,rh,Self-Intersections (SIF),,-1,255600
csrf,212419,white,lh,Chamfer Distance,,0.7497152231205431,
csrf,251833,pial,rh,Hausdorff Distance,,5.694787950384874,
csrf,285345,white,lh,Hausdorff Distance,,3.3594166484753845,
csrf,206222,pial,rh,Hausdorff Distance,,4.800146366465232,
csrf,250427,white,lh,Hausdorff Distance,,4.411531254613118,
csrf,268749,pial,rh,Hausdorff Distance,,6.21965236489292,
csrf,270332,pial,rh,Hausdorff Distance,,5.846960046614521,
csrf,236130,white,lh,Hausdorff Distance,,4.074803577373344,
csrf,200311,white,lh,Hausdorff Distance,,5.150007057381713,
csrf,214221,white,lh,Self-Intersections (SIF),,-1,214127
csrf,209228,white,lh,Chamfer Distance,,0.750860784421325,
csrf,212318,white,lh,Self-Intersections (SIF),,-1,208759
csrf,207123,pial,rh,Self-Intersections (SIF),,-1,277198
csrf,205826,pial,rh,Self-Intersections (SIF),,-1,244666
csrf,270332,pial,rh,Self-Intersections (SIF),,-1,300079
csrf,200311,white,lh,Self-Intersections (SIF),,-1,230863
csrf,236130,white,lh,Self-Intersections (SIF),,-1,231676
csrf,220721,white,lh,Chamfer Distance,,0.7491729122165687,
csrf,204319,white,lh,Chamfer Distance,,0.74281001000649,
csrf,224022,white,rh,Chamfer Distance,,0.7627158748985294,
csrf,233326,white,lh,Hausdorff Distance,,5.120300976126388,
csrf,268850,white,lh,Chamfer Distance,,0.7579111836634252,
csrf,200614,white,lh,Hausdorff Distance,,4.063504533253335,
csrf,231928,white,lh,Hausdorff Distance,,4.9192117851788755,
csrf,220721,white,lh,Hausdorff Distance,,4.448744009710169,
csrf,280941,white,lh,Chamfer Distance,,0.7607013304014403,
csrf,202719,pial,rh,Self-Intersections (SIF),,-1,242213
csrf,256540,white,lh,Chamfer Distance,,0.7499351917836505,
csrf,284646,white,lh,Chamfer Distance,,0.7658513637998833,
csrf,200614,white,lh,Self-Intersections (SIF),,-1,228420
csrf,210011,white,lh,Chamfer Distance,,0.7683726223799512,
csrf,204016,white,lh,Chamfer Distance,,0.7371427106385293,
csrf,280941,white,lh,Hausdorff Distance,,7.8633802026593855,
csrf,220721,white,lh,Self-Intersections (SIF),,-1,245151
csrf,211417,white,lh,Chamfer Distance,,0.7568780417231984,
csrf,201515,white,lh,Chamfer Distance,,0.7835701965839474,
csrf,239944,white,lh,Chamfer Distance,,0.7409609794787746,
csrf,204622,white,lh,Self-Intersections (SIF),,-1,243380
csrf,210011,white,lh,Hausdorff Distance,,6.1274247192565685,
csrf,214423,pial,rh,Self-Intersections (SIF),,-1,292984
csrf,280941,white,lh,Self-Intersections (SIF),,-1,233980
csrf,210617,white,lh,Chamfer Distance,,0.7687812571761241,
csrf,209834,white,lh,Self-Intersections (SIF),,-1,203853
csrf,203418,white,lh,Hausdorff Distance,,4.44002514953601,
csrf,214625,white,lh,Hausdorff Distance,,6.295744562006994,
csrf,210011,white,lh,Self-Intersections (SIF),,-1,249832
csrf,239944,white,lh,Hausdorff Distance,,4.0717282168827165,
csrf,212823,white,lh,Chamfer Distance,,0.7648775992080588,
csrf,214726,white,lh,Hausdorff Distance,,4.0912671935774165,
csrf,210617,white,lh,Hausdorff Distance,,5.444343017392903,
csrf,221218,white,lh,Hausdorff Distance,,6.07126445367004,
csrf,209329,white,lh,Hausdorff Distance,,3.4959585595382765,
csrf,214625,white,lh,Self-Intersections (SIF),,-1,237062
csrf,245333,white,lh,Hausdorff Distance,,3.228149955599622,
csrf,228434,white,lh,Hausdorff Distance,,3.688761350101975,
csrf,205725,white,lh,Self-Intersections (SIF),,-1,188079
csrf,208125,pial,rh,Self-Intersections (SIF),,-1,234534
csrf,209329,white,lh,Self-Intersections (SIF),,-1,204920
csrf,221218,white,lh,Self-Intersections (SIF),,-1,211518
csrf,208226,white,lh,Self-Intersections (SIF),,-1,218469
csrf,208428,white,lh,Self-Intersections (SIF),,-1,178286
csrf,211215,white,lh,Hausdorff Distance,,6.6874809626849245,
csrf,212217,white,lh,Self-Intersections (SIF),,-1,212238
csrf,228434,white,lh,Self-Intersections (SIF),,-1,210163
csrf,275645,white,lh,Self-Intersections (SIF),,-1,215103
csrf,223929,pial,rh,Self-Intersections (SIF),,-1,332885
csrf,200008,pial,rh,Self-Intersections (SIF),,-1,215985
csrf,203923,pial,rh,Self-Intersections (SIF),,-1,249453
csrf,201414,white,lh,Hausdorff Distance,,6.498622350751086,
csrf,280739,white,lh,Self-Intersections (SIF),,-1,207253
csrf,211215,white,lh,Self-Intersections (SIF),,-1,279121
csrf,213421,pial,rh,Self-Intersections (SIF),,-1,251927
csrf,237334,white,lh,Self-Intersections (SIF),,-1,215007
csrf,211316,white,rh,Self-Intersections (SIF),,-1,195514
csrf,250932,white,lh,Self-Intersections (SIF),,-1,210290
csrf,283543,pial,rh,Self-Intersections (SIF),,-1,245620
csrf,214019,white,rh,Chamfer Distance,,0.7447053949499411,
csrf,255639,white,lh,Self-Intersections (SIF),,-1,201630
csrf,203721,white,lh,Hausdorff Distance,,4.299400221451543,
csrf,209935,white,lh,Chamfer Distance,,0.7568796023490465,
csrf,209127,white,lh,Hausdorff Distance,,6.342315900197987,
csrf,249947,white,lh,Hausdorff Distance,,4.453406473198221,
csrf,204521,white,rh,Chamfer Distance,,0.7749206319798174,
csrf,201717,pial,rh,Self-Intersections (SIF),,-1,263269
csrf,285345,white,lh,Self-Intersections (SIF),,-1,212317
csrf,212419,white,lh,Hausdorff Distance,,5.365453518616091,
csrf,202113,white,lh,Chamfer Distance,,0.7724762289764657,
csrf,209935,white,lh,Hausdorff Distance,,4.133738432764672,
csrf,248339,white,lh,Chamfer Distance,,0.7713011206574439,
csrf,251833,pial,rh,Self-Intersections (SIF),,-1,270175
csrf,250427,white,lh,Self-Intersections (SIF),,-1,212441
csrf,200210,white,lh,Chamfer Distance,,0.7879217723960121,
csrf,214524,white,lh,Chamfer Distance,,0.7509994202466546,
csrf,205220,white,rh,Chamfer Distance,,0.7514263869008975,
csrf,206222,pial,rh,Self-Intersections (SIF),,-1,254466
csrf,202113,white,lh,Hausdorff Distance,,3.7040258966089876,
csrf,248339,white,lh,Hausdorff Distance,,4.1715500827133125,
csrf,211720,white,lh,Chamfer Distance,,0.7575378998084095,
csrf,211114,white,lh,Chamfer Distance,,0.7693536164003052,
csrf,268749,pial,rh,Self-Intersections (SIF),,-1,281987
csrf,209228,white,lh,Hausdorff Distance,,4.323722055850896,
csrf,204319,white,lh,Hausdorff Distance,,3.9931945550119115,
csrf,200210,white,lh,Hausdorff Distance,,8.501034139804775,
csrf,224022,white,rh,Hausdorff Distance,,5.658683946249923,
csrf,268850,white,lh,Hausdorff Distance,,4.732967846470344,
csrf,214221,white,rh,Chamfer Distance,,0.774476791708392,
csrf,233326,white,lh,Self-Intersections (SIF),,-1,256157
csrf,231928,white,lh,Self-Intersections (SIF),,-1,215157
csrf,256540,white,lh,Hausdorff Distance,,3.9539931821330785,
csrf,284646,white,lh,Hausdorff Distance,,5.862150328567267,
csrf,212015,white,lh,Chamfer Distance,,0.7640937452757153,
csrf,204016,white,lh,Hausdorff Distance,,3.946897798026394,
csrf,214221,white,rh,Hausdorff Distance,,5.072788062147765,
csrf,201515,white,lh,Hausdorff Distance,,10.174793121033806,
csrf,211417,white,lh,Hausdorff Distance,,6.598493022801676,
csrf,203418,white,lh,Self-Intersections (SIF),,-1,221963
csrf,239944,white,lh,Self-Intersections (SIF),,-1,237092
csrf,284646,white,lh,Self-Intersections (SIF),,-1,230603
csrf,212823,white,lh,Hausdorff Distance,,7.299663814299872,
csrf,214726,white,lh,Self-Intersections (SIF),,-1,243988
csrf,210617,white,lh,Self-Intersections (SIF),,-1,245739
csrf,246133,white,rh,Chamfer Distance,,0.7614105294735314,
csrf,245333,white,lh,Self-Intersections (SIF),,-1,210009
csrf,212116,white,lh,Chamfer Distance,,0.7534851143813813,
csrf,201414,white,lh,Self-Intersections (SIF),,-1,214250
csrf,200109,white,lh,Chamfer Distance,,0.755020852386401,
csrf,217429,white,rh,Chamfer Distance,,0.7600189740978494,
csrf,263436,white,lh,Chamfer Distance,,0.7521507588323841,
csrf,227432,white,lh,Chamfer Distance,,0.7805474025478936,
csrf,246133,white,rh,Hausdorff Distance,,5.116812243340453,
csrf,207426,white,lh,Chamfer Distance,,0.7536517444159628,
csrf,203721,white,lh,Self-Intersections (SIF),,-1,206976
csrf,257542,white,lh,Chamfer Distance,,0.766698008071413,
csrf,214019,white,rh,Hausdorff Distance,,3.6741343663445742,
csrf,221319,white,rh,Chamfer Distance,,0.769389848513413,
csrf,211922,white,lh,Chamfer Distance,,0.7463541971712795,
csrf,246133,white,rh,Self-Intersections (SIF),,-1,209779
csrf,200917,white,lh,Chamfer Distance,,0.8051555055525113,
csrf,201818,white,rh,Chamfer Distance,,0.7522275151601046,
csrf,217126,white,rh,Chamfer Distance,,0.758580568030311,
csrf,210415,white,rh,Chamfer Distance,,0.7714842477702942,
csrf,204521,white,rh,Hausdorff Distance,,3.628257125655688,
csrf,211922,white,lh,Hausdorff Distance,,4.433077327208849,
csrf,204420,white,rh,Chamfer Distance,,0.7600598792968227,
csrf,208327,white,lh,Chamfer Distance,,0.7403819764130422,
csrf,249947,white,lh,Self-Intersections (SIF),,-1,219357
csrf,208024,white,rh,Chamfer Distance,,0.7541202776073552,
csrf,201818,white,rh,Hausdorff Distance,,5.007065969126704,
csrf,209127,white,lh,Self-Intersections (SIF),,-1,218401
csrf,211922,white,lh,Self-Intersections (SIF),,-1,225136
csrf,209935,white,lh,Self-Intersections (SIF),,-1,248527
csrf,212419,white,lh,Self-Intersections (SIF),,-1,228648
csrf,208024,white,rh,Hausdorff Distance,,5.1734829153931985,
csrf,214524,white,lh,Hausdorff Distance,,8.010879927570342,
csrf,257845,white,lh,Chamfer Distance,,0.7457937358001987,
csrf,202113,white,lh,Self-Intersections (SIF),,-1,246135
csrf,207628,white,lh,Chamfer Distance,,0.7862584755097825,
csrf,212318,white,rh,Chamfer Distance,,0.7451465537396009,
csrf,205220,white,rh,Hausdorff Distance,,3.7296930913910837,
csrf,248339,white,lh,Self-Intersections (SIF),,-1,237185
csrf,211720,white,lh,Hausdorff Distance,,6.0526367362736515,
csrf,211114,white,lh,Hausdorff Distance,,6.216007311479575,
csrf,209228,white,lh,Self-Intersections (SIF),,-1,236722
csrf,201111,white,lh,Chamfer Distance,,0.7626598367667161,
csrf,205119,white,lh,Chamfer Distance,,0.7935575279607407,
csrf,204319,white,lh,Self-Intersections (SIF),,-1,258264
csrf,236130,white,rh,Chamfer Distance,,0.7487110108658146,
csrf,200311,white,rh,Chamfer Distance,,0.7775278312068574,
csrf,200210,white,lh,Self-Intersections (SIF),,-1,284545
csrf,224022,white,rh,Self-Intersections (SIF),,-1,196508
csrf,201111,white,lh,Hausdorff Distance,,5.32906770542661,
csrf,268850,white,lh,Self-Intersections (SIF),,-1,232077
csrf,256540,white,lh,Self-Intersections (SIF),,-1,214918
csrf,205826,white,lh,Chamfer Distance,,0.7920822861195403,
csrf,212015,white,lh,Hausdorff Distance,,3.9579544888875318,
csrf,214221,white,rh,Self-Intersections (SIF),,-1,214108
csrf,204016,white,lh,Self-Intersections (SIF),,-1,241035
csrf,201111,white,lh,Self-Intersections (SIF),,-1,239753
csrf,201515,white,lh,Self-Intersections (SIF),,-1,253372
csrf,211417,white,lh,Self-Intersections (SIF),,-1,225207
csrf,212823,white,lh,Self-Intersections (SIF),,-1,247275
csrf,200109,white,lh,Hausdorff Distance,,4.261847309818346,
csrf,202719,white,lh,Chamfer Distance,,0.7347147990807594,
csrf,212116,white,lh,Hausdorff Distance,,4.846495953730189,
csrf,263436,white,lh,Hausdorff Distance,,5.286207679993439,
csrf,209834,white,rh,Chamfer Distance,,0.785659119083151,
csrf,212015,white,lh,Self-Intersections (SIF),,-1,250663
csrf,217429,white,rh,Hausdorff Distance,,4.927914722092144,
csrf,207123,white,lh,Chamfer Distance,,0.7605184780250992,
csrf,227432,white,lh,Hausdorff Distance,,4.848435835760804,
csrf,207426,white,lh,Hausdorff Distance,,7.015213130354294,
csrf,263436,white,lh,Self-Intersections (SIF),,-1,240384
csrf,257542,white,lh,Hausdorff Distance,,7.006692192845638,
csrf,214019,white,rh,Self-Intersections (SIF),,-1,209741
csrf,221319,white,rh,Hausdorff Distance,,3.957111316488903,
csrf,200917,white,lh,Hausdorff Distance,,8.132406671171331,
csrf,227432,white,lh,Self-Intersections (SIF),,-1,230721
csrf,217126,white,rh,Hausdorff Distance,,3.910091192597901,
csrf,204521,white,rh,Self-Intersections (SIF),,-1,199164
csrf,210415,white,rh,Hausdorff Distance,,4.386483692701573,
csrf,257542,white,lh,Self-Intersections (SIF),,-1,238779
csrf,204420,white,rh,Hausdorff Distance,,6.9862702462817055,
csrf,208327,white,lh,Hausdorff Distance,,4.192547073824805,
csrf,201818,white,rh,Self-Intersections (SIF),,-1,201695
csrf,208024,white,rh,Self-Intersections (SIF),,-1,199168
csrf,217126,white,rh,Self-Intersections (SIF),,-1,226374
csrf,200614,white,rh,Chamfer Distance,,0.7725309674038604,
csrf,204420,white,rh,Self-Intersections (SIF),,-1,197029
csrf,214524,white,lh,Self-Intersections (SIF),,-1,243732
csrf,257845,white,lh,Hausdorff Distance,,3.455555913177775,
csrf,207628,white,lh,Hausdorff Distance,,5.137987926042142,
csrf,212318,white,rh,Hausdorff Distance,,2.695912619457827,
