Framework,Case,Subject ID,surf_type,Hemisphere,GNNLayers,Epoch,Metric,Label,Score,Total Triangles
csrp,separate,293748,gm,lh,8,50,Hausdorff Distance,,6.925276811561924,
csrp,separate,293748,gm,lh,8,50,Self-Intersections (SIF),,4246,207060
csrp,separate,214625,gm,lh,4,100,Chamfer Distance,,5.168430910634804,
csrp,separate,214625,gm,lh,4,100,Hausdorff Distance,,6.794015300911844,
csrp,separate,214625,gm,lh,4,100,Self-Intersections (SIF),,6510,256428
csrp,separate,220721,gm,lh,4,100,Chamfer Distance,,5.10607413256297,
csrp,separate,220721,gm,lh,4,100,Hausdorff Distance,,6.829735143361656,
csrp,separate,220721,gm,lh,4,100,Self-Intersections (SIF),,5402,263400
csrp,separate,214524,gm,lh,4,100,Chamfer Distance,,5.4427671480799615,
csrp,separate,214524,gm,lh,4,100,Hausdorff Distance,,7.894244602336999,
csrp,separate,214524,gm,lh,4,100,Self-Intersections (SIF),,6203,262700
csrp,separate,210617,gm,lh,4,100,Chamfer Distance,,5.260795939133047,
csrp,separate,210617,gm,lh,4,100,Hausdorff Distance,,8.019203279588192,
csrp,separate,210617,gm,lh,4,100,Self-Intersections (SIF),,11900,266064
csrp,separate,212823,gm,lh,4,100,Chamfer Distance,,5.292244179194095,
csrp,separate,212823,gm,lh,4,100,Hausdorff Distance,,7.364182378282097,
csrp,separate,212823,gm,lh,4,100,Self-Intersections (SIF),,6931,265652
csrp,separate,213421,gm,lh,4,100,Chamfer Distance,,5.224335011579157,
csrp,separate,213421,gm,lh,4,100,Hausdorff Distance,,7.028906489063734,
csrp,separate,213421,gm,lh,4,100,Self-Intersections (SIF),,6764,267120
csrp,separate,201111,gm,lh,8,50,Chamfer Distance,,5.012660775119057,
csrp,separate,201111,gm,lh,8,50,Hausdorff Distance,,6.529377949292724,
csrp,separate,201111,gm,lh,8,50,Self-Intersections (SIF),,3533,260424
csrp,separate,212015,gm,lh,4,100,Chamfer Distance,,5.297236113427616,
csrp,separate,212015,gm,lh,4,100,Hausdorff Distance,,7.000285376434547,
csrp,separate,212015,gm,lh,4,100,Self-Intersections (SIF),,11512,270040
csrp,separate,200008,gm,lh,8,50,Chamfer Distance,,5.092158975222118,
csrp,separate,200008,gm,lh,8,50,Hausdorff Distance,,7.829248136101075,
csrp,separate,200008,gm,lh,8,50,Self-Intersections (SIF),,10312,232688
csrp,separate,205725,gm,lh,8,50,Chamfer Distance,,5.223698852623879,
csrp,separate,205725,gm,lh,8,50,Hausdorff Distance,,6.300626593786665,
csrp,separate,205725,gm,lh,8,50,Self-Intersections (SIF),,4676,205132
csrp,separate,224022,gm,lh,8,50,Chamfer Distance,,4.932894692044583,
csrp,separate,224022,gm,lh,8,50,Hausdorff Distance,,6.890804068253475,
csrp,separate,224022,gm,lh,8,50,Self-Intersections (SIF),,6229,209784
csrp,separate,204420,gm,lh,8,50,Chamfer Distance,,4.996674173471069,
csrp,separate,204420,gm,lh,8,50,Hausdorff Distance,,6.63665197081617,
