Framework,Case,Subject ID,surf_type,Hemisphere,GNNLayers,Epoch,Metric,Label,Score,Total Triangles
cortexode,,270332,gm,lh,0,90,Hausdorff Distance,,6.523046648115662,
cortexode,,270332,gm,lh,0,90,Self-Intersections (SIF),,856,314176
cortexode,,211316,gm,lh,0,90,Chamfer Distance,,5.308243474743828,
cortexode,,211316,gm,lh,0,90,Hausdorff Distance,,6.586988874023774,
cortexode,,211316,gm,lh,0,90,Self-Intersections (SIF),,278,212960
cortexode,,212318,gm,lh,0,90,Chamfer Distance,,5.22507312036275,
cortexode,,212318,gm,lh,0,90,Hausdorff Distance,,6.884764296533098,
cortexode,,212318,gm,lh,0,90,Self-Intersections (SIF),,570,226956
cortexode,,214019,gm,lh,0,90,Chamfer Distance,,5.34859883120099,
cortexode,,214019,gm,lh,0,90,Hausdorff Distance,,6.85740778401502,
cortexode,,214019,gm,lh,0,90,Self-Intersections (SIF),,1249,226788
cortexode,,214221,gm,lh,0,90,Chamfer Distance,,4.969542039184831,
cortexode,,214221,gm,lh,0,90,Hausdorff Distance,,6.452054928061115,
cortexode,,214221,gm,lh,0,90,Self-Intersections (SIF),,441,231012
cortexode,,212217,gm,lh,0,90,Chamfer Distance,,5.229100971470613,
cortexode,,212217,gm,lh,0,90,Hausdorff Distance,,6.516977541429251,
cortexode,,212217,gm,lh,0,90,Self-Intersections (SIF),,1315,231184
cortexode,,210415,gm,lh,0,90,Chamfer Distance,,5.5633223436135495,
cortexode,,210415,gm,lh,0,90,Hausdorff Distance,,8.208901275576359,
cortexode,,210415,gm,lh,0,90,Self-Intersections (SIF),,1542,216244
cortexode,,217429,gm,lh,0,90,Chamfer Distance,,5.328682119451351,
cortexode,,217429,gm,lh,0,90,Hausdorff Distance,,7.039348942917534,
cortexode,,217429,gm,lh,0,90,Self-Intersections (SIF),,1108,233192
cortexode,,212116,gm,lh,0,90,Chamfer Distance,,5.230877244241935,
cortexode,,212116,gm,lh,0,90,Hausdorff Distance,,7.15061847034848,
cortexode,,212116,gm,lh,0,90,Self-Intersections (SIF),,452,240756
cortexode,,217126,gm,lh,0,90,Chamfer Distance,,5.056314980801856,
cortexode,,217126,gm,lh,0,90,Hausdorff Distance,,7.5877788026442845,
cortexode,,217126,gm,lh,0,90,Self-Intersections (SIF),,752,240452
cortexode,,201414,wm,lh,0,90,Chamfer Distance,,0.7946197590866679,
cortexode,,201414,wm,lh,0,90,Hausdorff Distance,,6.3572465291239775,
cortexode,,201414,wm,lh,0,90,Self-Intersections (SIF),,0,232732
cortexode,,211417,gm,lh,0,90,Chamfer Distance,,5.097030638277218,
cortexode,,211417,gm,lh,0,90,Hausdorff Distance,,6.754101545329645,
cortexode,,211417,gm,lh,0,90,Self-Intersections (SIF),,1181,243360
cortexode,,211922,gm,lh,0,90,Chamfer Distance,,5.227902613570706,
cortexode,,211922,gm,lh,0,90,Hausdorff Distance,,6.617519514119591,
cortexode,,211922,gm,lh,0,90,Self-Intersections (SIF),,1089,243856
cortexode,,223929,gm,lh,0,90,Chamfer Distance,,5.141092121590277,
cortexode,,223929,gm,lh,0,90,Hausdorff Distance,,6.802680378348883,
cortexode,,223929,gm,lh,0,90,Self-Intersections (SIF),,1063,349592
cortexode,,212419,gm,lh,0,90,Chamfer Distance,,5.301748229400806,
cortexode,,212419,gm,lh,0,90,Hausdorff Distance,,6.382984034497214,
cortexode,,212419,gm,lh,0,90,Self-Intersections (SIF),,1353,247088
cortexode,,208327,gm,lh,0,90,Chamfer Distance,,5.080778229369402,
cortexode,,208327,gm,lh,0,90,Hausdorff Distance,,6.504130170571161,
cortexode,,208327,gm,lh,0,90,Self-Intersections (SIF),,485,305948
cortexode,,214625,gm,lh,0,90,Chamfer Distance,,5.193355468747114,
cortexode,,214625,gm,lh,0,90,Hausdorff Distance,,6.592959986209471,
cortexode,,214625,gm,lh,0,90,Self-Intersections (SIF),,785,256428
cortexode,,211114,gm,lh,0,90,Chamfer Distance,,5.222168868116565,
cortexode,,211114,gm,lh,0,90,Hausdorff Distance,,7.1217976825134075,
cortexode,,211114,gm,lh,0,90,Self-Intersections (SIF),,2019,256644
cortexode,,214726,gm,lh,0,90,Chamfer Distance,,5.495246906365683,
cortexode,,214726,gm,lh,0,90,Hausdorff Distance,,6.8335265623978065,
cortexode,,214726,gm,lh,0,90,Self-Intersections (SIF),,534,258688
cortexode,,220721,gm,lh,0,90,Chamfer Distance,,5.092461468138026,
cortexode,,220721,gm,lh,0,90,Hausdorff Distance,,6.40949165105492,
cortexode,,220721,gm,lh,0,90,Self-Intersections (SIF),,439,263400
cortexode,,200614,wm,lh,0,90,Chamfer Distance,,0.7719566871591355,
cortexode,,200614,wm,lh,0,90,Hausdorff Distance,,5.243680341728527,
cortexode,,200614,wm,lh,0,90,Self-Intersections (SIF),,0,247072
cortexode,,214524,gm,lh,0,90,Chamfer Distance,,5.444526479524187,
cortexode,,214524,gm,lh,0,90,Hausdorff Distance,,7.460844166407784,
cortexode,,214524,gm,lh,0,90,Self-Intersections (SIF),,391,262700
cortexode,,213421,gm,lh,0,90,Chamfer Distance,,5.236050144776923,
cortexode,,213421,gm,lh,0,90,Hausdorff Distance,,6.946472204110196,
cortexode,,213421,gm,lh,0,90,Self-Intersections (SIF),,298,267120
cortexode,,212823,gm,lh,0,90,Chamfer Distance,,5.304141691531616,
cortexode,,212823,gm,lh,0,90,Hausdorff Distance,,7.1677838237991205,
cortexode,,212823,gm,lh,0,90,Self-Intersections (SIF),,1000,265652
cortexode,,200311,wm,lh,0,90,Chamfer Distance,,0.7840277773893551,
cortexode,,200311,wm,lh,0,90,Hausdorff Distance,,5.542816577030614,
cortexode,,200311,wm,lh,0,90,Self-Intersections (SIF),,0,249956
cortexode,,210617,gm,lh,0,90,Chamfer Distance,,5.29043303294659,
cortexode,,210617,gm,lh,0,90,Hausdorff Distance,,7.159014116051849,
cortexode,,210617,gm,lh,0,90,Self-Intersections (SIF),,1221,266064
cortexode,,200917,wm,lh,0,90,Chamfer Distance,,0.8143669651416939,
cortexode,,200917,wm,lh,0,90,Hausdorff Distance,,7.896369311628219,
cortexode,,200917,wm,lh,0,90,Self-Intersections (SIF),,0,251936
cortexode,,212015,gm,lh,0,90,Chamfer Distance,,5.314309400769408,
cortexode,,212015,gm,lh,0,90,Hausdorff Distance,,7.193558932637685,
cortexode,,212015,gm,lh,0,90,Self-Intersections (SIF),,1738,270040
cortexode,,289555,wm,lh,0,90,Chamfer Distance,,0.7707762495404691,
cortexode,,289555,wm,lh,0,90,Hausdorff Distance,,7.517821769492302,
cortexode,,289555,wm,lh,0,90,Self-Intersections (SIF),,3,203360
cortexode,,297655,wm,lh,0,90,Chamfer Distance,,0.7751135683812866,
cortexode,,297655,wm,lh,0,90,Hausdorff Distance,,7.585492081078994,
cortexode,,297655,wm,lh,0,90,Self-Intersections (SIF),,0,203312
cortexode,,201111,wm,lh,0,90,Chamfer Distance,,0.7683643686637828,
cortexode,,201111,wm,lh,0,90,Hausdorff Distance,,5.1983277548232625,
cortexode,,201111,wm,lh,0,90,Self-Intersections (SIF),,0,260424
cortexode,,293748,wm,lh,0,90,Chamfer Distance,,0.754867521552842,
cortexode,,293748,wm,lh,0,90,Hausdorff Distance,,3.006408948368304,
cortexode,,293748,wm,lh,0,90,Self-Intersections (SIF),,3,207060
cortexode,,211720,gm,lh,0,90,Chamfer Distance,,5.099860572146531,
cortexode,,211720,gm,lh,0,90,Hausdorff Distance,,7.460131053334168,
cortexode,,211720,gm,lh,0,90,Self-Intersections (SIF),,934,289644
cortexode,,200008,wm,lh,0,90,Chamfer Distance,,0.763170399772107,
cortexode,,200008,wm,lh,0,90,Hausdorff Distance,,6.360083818404169,
cortexode,,200008,wm,lh,0,90,Self-Intersections (SIF),,0,232688
cortexode,,205725,wm,lh,0,90,Chamfer Distance,,0.7562176635743315,
cortexode,,205725,wm,lh,0,90,Hausdorff Distance,,4.87851943247116,
cortexode,,205725,wm,lh,0,90,Self-Intersections (SIF),,0,205132
cortexode,,211215,gm,lh,0,90,Chamfer Distance,,5.344509324985799,
cortexode,,211215,gm,lh,0,90,Hausdorff Distance,,6.29265626101238,
cortexode,,211215,gm,lh,0,90,Self-Intersections (SIF),,593,298136
cortexode,,224022,wm,lh,0,90,Chamfer Distance,,0.7632643082329628,
cortexode,,224022,wm,lh,0,90,Hausdorff Distance,,5.476815114501443,
cortexode,,224022,wm,lh,0,90,Self-Intersections (SIF),,4,209784
cortexode,,214423,gm,lh,0,90,Chamfer Distance,,5.2679726966816585,
cortexode,,214423,gm,lh,0,90,Hausdorff Distance,,8.456649254407768,
cortexode,,214423,gm,lh,0,90,Self-Intersections (SIF),,1212,308824
cortexode,,208428,wm,lh,0,90,Chamfer Distance,,0.7814805157776143,
cortexode,,208428,wm,lh,0,90,Hausdorff Distance,,4.0093971388400265,
cortexode,,208428,wm,lh,0,90,Self-Intersections (SIF),,0,192996
cortexode,,204420,wm,lh,0,90,Chamfer Distance,,0.7604446185591084,
cortexode,,204420,wm,lh,0,90,Hausdorff Distance,,3.995089612319896,
